Frequency (GHz), S1:1 (dB), S1:1 (rad)
1.165997238622463428e+01,-4.035117352507865185e+00,-6.150331005046887345e-01
1.166318361519357438e+01,-4.033657912196289885e+00,-6.155963309150116469e-01
1.166639484416251626e+01,-4.032200227106626400e+00,-6.161594199435709296e-01
1.166960607313145637e+01,-4.030743888939836594e+00,-6.167224003080966632e-01
1.167281730210039647e+01,-4.029288729460274610e+00,-6.172853281023746863e-01
1.167602853106933836e+01,-4.027834903285823387e+00,-6.178482643331653090e-01
1.167923976003827846e+01,-4.026382874516029275e+00,-6.184112535398316179e-01
1.168245098900721857e+01,-4.024933305124964278e+00,-6.189743056925517406e-01
1.168566221797616222e+01,-4.023486871537088838e+00,-6.195373869600178107e-01
1.168887344694510233e+01,-4.022044058158664726e+00,-6.201004226861051016e-01
1.169208467591404421e+01,-4.020604986097505495e+00,-6.206633125853991961e-01
1.169529590488298432e+01,-4.019169328524024642e+00,-6.212259546668023047e-01
1.169850713385192442e+01,-4.017736342306107211e+00,-6.217882717209360921e-01
1.170171836282086630e+01,-4.016305014273548579e+00,-6.223502331632729812e-01
1.170492959178980641e+01,-4.014874288276260472e+00,-6.229118659779451228e-01
1.170814082075874651e+01,-4.013443315229327624e+00,-6.234732512648967218e-01
1.171135204972769017e+01,-4.012011659710565503e+00,-6.240345067390601352e-01
1.171456327869663028e+01,-4.010579406372654532e+00,-6.245957594114470712e-01
1.171777450766557038e+01,-4.009147135296001530e+00,-6.251571155005453129e-01
1.172098573663451226e+01,-4.007715770599895144e+00,-6.257186355497621477e-01
1.172419696560345237e+01,-4.006286341451258615e+00,-6.262803214504230054e-01
1.172740819457239425e+01,-4.004859719213872182e+00,-6.268421188975906722e-01
1.173061942354133436e+01,-4.003436401691290669e+00,-6.274039345938245971e-01
1.173383065251027446e+01,-4.002016402860878230e+00,-6.279656634355383904e-01
1.173704188147921634e+01,-4.000599277390112896e+00,-6.285272181263119595e-01
1.174025311044815822e+01,-3.999184271576328609e+00,-6.290885529735915638e-01
1.174346433941709833e+01,-3.997770556749897786e+00,-6.296496752654555662e-01
1.174667556838604021e+01,-3.996357477818000437e+00,-6.302106411556156473e-01
1.174988679735498032e+01,-3.994944745351375559e+00,-6.307715374206473991e-01
1.175309802632392042e+01,-3.993532515902566082e+00,-6.313324545304485058e-01
1.175630925529286230e+01,-3.992121337665905934e+00,-6.318934590105641513e-01
1.175952048426180241e+01,-3.990711977986816539e+00,-6.324545733174981033e-01
1.176273171323074429e+01,-3.989305184266775495e+00,-6.330157692910118872e-01
1.176594294219968617e+01,-3.987901450220290300e+00,-6.335769772796042698e-01
1.176915417116862628e+01,-3.986500859004355135e+00,-6.341381083819599418e-01
1.177236540013756816e+01,-3.985103053173773002e+00,-6.346990832542636074e-01
1.177557662910650826e+01,-3.983707344560479147e+00,-6.352598587827444909e-01
1.177878785807544837e+01,-3.982312935437763102e+00,-6.358204442859352046e-01
1.178199908704439025e+01,-3.980919187777956392e+00,-6.363809017513537558e-01
1.178521031601333036e+01,-3.979525860323494868e+00,-6.369413291684395961e-01
1.178842154498227046e+01,-3.978133239067653815e+00,-6.375018310196530757e-01
1.179163277395121234e+01,-3.976742114603730727e+00,-6.380624839987478758e-01
1.179484400292015422e+01,-3.975353602325710334e+00,-6.386233078498193549e-01
1.179805523188909611e+01,-3.973968846917558473e+00,-6.391842502655616931e-01
1.180126646085803621e+01,-3.972588688061824413e+00,-6.397451912281678643e-01
1.180447768982697632e+01,-3.971213379416332234e+00,-6.403059669449318037e-01
1.180768891879591820e+01,-3.969842442724917486e+00,-6.408664080452515233e-01
1.181090014776485830e+01,-3.968474705507413880e+00,-6.414263824965804606e-01
1.181411137673379841e+01,-3.967108522737927689e+00,-6.419858319747921982e-01
1.181732260570274029e+01,-3.965742133164289918e+00,-6.425447917355142646e-01
1.182053383467168217e+01,-3.964374063100015277e+00,-6.431033880941552372e-01
1.182374506364062228e+01,-3.963003475272382392e+00,-6.436618133852405332e-01
1.182695629260956416e+01,-3.961630372257257449e+00,-6.442202841997505258e-01
1.183016752157850426e+01,-3.960255600410706567e+00,-6.447789931853206147e-01
1.183337875054744615e+01,-3.958880651529309347e+00,-6.453380665024168739e-01
1.183658997951638625e+01,-3.957507312048720305e+00,-6.458975376402890101e-01
1.183980120848532636e+01,-3.956137249259941147e+00,-6.464573440564299611e-01
1.184301243745426824e+01,-3.954771640027161528e+00,-6.470173471375194607e-01
1.184622366642321012e+01,-3.953410935444556351e+00,-6.475773698889264463e-01
1.184943489539215022e+01,-3.952054817991772939e+00,-6.481372421837181541e-01
1.185264612436109211e+01,-3.950702356003470417e+00,-6.486968415727958348e-01
1.185585735333003221e+01,-3.949352307666407658e+00,-6.492561190623801215e-01
1.185906858229897232e+01,-3.948003487535944434e+00,-6.498151035119845709e-01
1.186227981126791420e+01,-3.946655093309430207e+00,-6.503738842312264401e-01
1.186549104023685430e+01,-3.945306903354775407e+00,-6.509325773377732105e-01
1.186870226920579441e+01,-3.943959292673038242e+00,-6.514912858481871627e-01
1.187191349817473629e+01,-3.942613066317360193e+00,-6.520500651073312115e-01
1.187512472714367817e+01,-3.941269160683403605e+00,-6.526089035792638215e-01
1.187833595611262005e+01,-3.939928300416138285e+00,-6.531677246618188271e-01
1.188154718508156016e+01,-3.938590711683382928e+00,-6.537264092463050957e-01
1.188475841405050026e+01,-3.937255977634937398e+00,-6.542848328523760415e-01
1.188796964301944215e+01,-3.935923083002164535e+00,-6.548429069430156124e-01
1.189118087198838225e+01,-3.934590642526143434e+00,-6.554006126308042912e-01
1.189439210095732236e+01,-3.933257256423681181e+00,-6.559580168220074947e-01
1.189760332992626424e+01,-3.931921899418696853e+00,-6.565152654332546689e-01
1.190081455889520612e+01,-3.930584238033223432e+00,-6.570725544352921110e-01
1.190402578786414800e+01,-3.929244787233598935e+00,-6.576300854926149242e-01
1.190723701683308811e+01,-3.927904857985468734e+00,-6.581880172640894866e-01
1.191044824580202821e+01,-3.926566301176692697e+00,-6.587464248514801612e-01
1.191365947477097009e+01,-3.925231106524543989e+00,-6.593052780372485877e-01
1.191687070373991020e+01,-3.923900953509458223e+00,-6.598644443119497938e-01
1.192008193270885030e+01,-3.922576824993408540e+00,-6.604237164620039291e-01
1.192329316167779218e+01,-3.921258779453754784e+00,-6.609828582888566118e-01
1.192650439064673229e+01,-3.919945938567111376e+00,-6.615416574612638101e-01
1.192971561961567417e+01,-3.918636693404951465e+00,-6.620999727286124292e-01
1.193292684858461605e+01,-3.917329078531023079e+00,-6.626577641755603265e-01
1.193613807755355616e+01,-3.916021222554154413e+00,-6.632150994719667736e-01
1.193934930652249804e+01,-3.914711766323640596e+00,-6.637721350447617352e-01
1.194256053549143815e+01,-3.913400149942158457e+00,-6.643290772326492233e-01
1.194577176446037825e+01,-3.912086704040630636e+00,-6.648861332327347107e-01
1.194898299342932013e+01,-3.910772530131350511e+00,-6.654434638504260757e-01
1.195219422239826024e+01,-3.909459206550490062e+00,-6.660011492366239017e-01
1.195540545136720212e+01,-3.908148397515676553e+00,-6.665591752369460776e-01
1.195861668033614400e+01,-3.906841463263159842e+00,-6.671174426659327583e-01
1.196182790930508411e+01,-3.905539164728005552e+00,-6.676757961435438871e-01
1.196503913827402421e+01,-3.904241528877345768e+00,-6.682340645214305264e-01
1.196825036724296609e+01,-3.902947898361615486e+00,-6.687921024877171439e-01
1.197146159621190620e+01,-3.901657142851959748e+00,-6.693498231842963664e-01
1.197467282518084630e+01,-3.900367970998922296e+00,-6.699072144151809738e-01
1.197788405414978818e+01,-3.899079260577984041e+00,-6.704643354635747565e-01
1.198109528311873007e+01,-3.897790324547310004e+00,-6.710212964770967403e-01
1.198430651208767195e+01,-3.896501051262597048e+00,-6.715782265671729201e-01
1.198751774105661205e+01,-3.895211891752194511e+00,-6.721352391979662499e-01
1.199072897002555216e+01,-3.893923706325236989e+00,-6.726924036067102319e-01
1.199394019899449404e+01,-3.892637516800000697e+00,-6.732497289915397864e-01
1.199715142796343414e+01,-3.891354231173087541e+00,-6.738071646538076331e-01
1.200036265693237425e+01,-3.890074410350673695e+00,-6.743646151652382681e-01
1.200357388590131613e+01,-3.888798132076853875e+00,-6.749219660002190313e-01
1.200678511487025624e+01,-3.887524980134807073e+00,-6.754791127926267347e-01
1.200999634383919989e+01,-3.886254154771049851e+00,-6.760359869125560639e-01
1.201320757280814000e+01,-3.884984671311423998e+00,-6.765925713955971421e-01
1.201641880177708011e+01,-3.883715594914823654e+00,-6.771489039383418174e-01
1.201963003074602199e+01,-3.882446254179144240e+00,-6.777050669477980849e-01
1.202284125971496209e+01,-3.881176385024458941e+00,-6.782611676669009215e-01
1.202605248868390220e+01,-3.879906175693043302e+00,-6.788173134919175400e-01
1.202926371765284408e+01,-3.878636208314332645e+00,-6.793735883400110476e-01
1.203247494662178418e+01,-3.877367316076268278e+00,-6.799300352686925564e-01
1.203568617559072607e+01,-3.876100392303672315e+00,-6.804866487803807873e-01
1.203889740455966795e+01,-3.874836195414279594e+00,-6.810433778794642290e-01
1.204210863352860805e+01,-3.873575191142374585e+00,-6.816001385771428556e-01
1.204531986249754993e+01,-3.872317462332853122e+00,-6.821568326785023562e-01
1.204853109146649004e+01,-3.871062700409961810e+00,-6.827133686701628568e-01
1.205174232043543014e+01,-3.869810275325154425e+00,-6.832696804564659665e-01
1.205495354940437203e+01,-3.868559365991975252e+00,-6.838257404528456096e-01
1.205816477837331213e+01,-3.867309123402143278e+00,-6.843815648722175737e-01
1.206137600734225224e+01,-3.866058834831699542e+00,-6.849372106082951550e-01
1.206458723631119589e+01,-3.864808059525792316e+00,-6.854927646240005501e-01
1.206779846528013600e+01,-3.863556712812250993e+00,-6.860483279649072230e-01
1.207100969424907611e+01,-3.862305085138866279e+00,-6.866039973035196198e-01
1.207422092321801799e+01,-3.861053793439401804e+00,-6.871598472302472560e-01
1.207743215218695809e+01,-3.859803673093892051e+00,-6.877159163485798699e-01
1.208064338115589820e+01,-3.858555628356645784e+00,-6.882721996440953616e-01
1.208385461012484008e+01,-3.857310466403074400e+00,-6.888286486401754560e-01
1.208706583909378018e+01,-3.856068744059222286e+00,-6.893851796163558143e-01
1.209027706806272384e+01,-3.854830655893395797e+00,-6.899416887818836663e-01
1.209348829703166395e+01,-3.853595987057183425e+00,-6.904980719581162996e-01
1.209669952600060405e+01,-3.852364144119376110e+00,-6.910542452684997894e-01
1.209991075496954593e+01,-3.851134263177055317e+00,-6.916101628166733128e-01
1.210312198393848604e+01,-3.849905378904374675e+00,-6.921658275552321493e-01
1.210633321290742614e+01,-3.848676623975554989e+00,-6.927212925928420972e-01
1.210954444187636803e+01,-3.847447418891631443e+00,-6.932766519599051769e-01
1.211275567084530813e+01,-3.846217610579353963e+00,-6.938320220588352072e-01
1.211596689981425179e+01,-3.844987525744851364e+00,-6.943875172074513991e-01
1.211917812878319189e+01,-3.843757921298164959e+00,-6.949432243156679068e-01
1.212238935775213200e+01,-3.842529836339531712e+00,-6.954991823490749292e-01
1.212560058672107388e+01,-3.841304373440173059e+00,-6.960553715575228395e-01
1.212881181569001399e+01,-3.840082455593600841e+00,-6.966117155104096792e-01
1.213202304465895409e+01,-3.838864614124946062e+00,-6.971680961417251465e-01
1.213523427362789597e+01,-3.837650858875120807e+00,-6.977243788991402962e-01
1.213844550259683608e+01,-3.836440665023119756e+00,-6.982804424779484043e-01
1.214165673156577618e+01,-3.835233084262992698e+00,-6.988362062082175141e-01
1.214486796053471984e+01,-3.834026957821583537e+00,-6.993916484025166636e-01
1.214807918950365995e+01,-3.832821182520925518e+00,-6.999468109140996042e-01
1.215129041847260005e+01,-3.831614965798031847e+00,-7.005017884083281077e-01
1.215450164744154193e+01,-3.830408005918731540e+00,-7.010567046479808662e-01
1.215771287641048204e+01,-3.829200550348794696e+00,-7.016116814772941357e-01
1.216092410537942392e+01,-3.827993314865094199e+00,-7.021668082540966083e-01
1.216413533434836403e+01,-3.826787281373580374e+00,-7.027221196177432239e-01
1.216734656331730413e+01,-3.825583424515554665e+00,-7.032775875663771492e-01
1.217055779228624779e+01,-3.824382437380232425e+00,-7.038331302639505571e-01
1.217376902125518789e+01,-3.823184529154934452e+00,-7.043886356744640809e-01
1.217698025022412800e+01,-3.821989350954366760e+00,-7.049439941401086651e-01
1.218019147919306988e+01,-3.820796074028508293e+00,-7.054991314483998188e-01
1.218340270816200999e+01,-3.819603604962457766e+00,-7.060540335042695403e-01
1.218661393713095009e+01,-3.818410885560699075e+00,-7.066087556270582715e-01
1.218982516609989197e+01,-3.817217200710960601e+00,-7.071634133061358574e-01
1.219303639506883208e+01,-3.816022412509987305e+00,-7.077181560282278516e-01
1.219624762403777396e+01,-3.814827055238337206e+00,-7.082731303045144422e-01
1.219945885300671584e+01,-3.813632259741654096e+00,-7.088284410804832625e-01
1.220267008197565595e+01,-3.812439518994679588e+00,-7.093841214642698789e-01
1.220588131094459783e+01,-3.811250348032358293e+00,-7.099401189034594273e-01
1.220909253991353793e+01,-3.810065920204561696e+00,-7.104963019862090556e-01
1.221230376888247804e+01,-3.808886770119858767e+00,-7.110524869205330223e-01
1.221551499785141992e+01,-3.807712639149343214e+00,-7.116084777569102737e-01
1.221872622682036003e+01,-3.806542505339847171e+00,-7.121641108482801297e-01
1.222193745578930013e+01,-3.805374794506305669e+00,-7.127192928186464327e-01
1.222514868475824379e+01,-3.804207724518347433e+00,-7.132740227689654544e-01
1.222835991372718389e+01,-3.803039701715137610e+00,-7.138283932311383362e-01
1.223157114269612578e+01,-3.801869675342111510e+00,-7.143825695369765416e-01
1.223478237166506588e+01,-3.800697366136620570e+00,-7.149367524999132861e-01
1.223799360063400599e+01,-3.799523315988681649e+00,-7.154911333035481880e-01
1.224120482960294787e+01,-3.798348749080466380e+00,-7.160458512697487343e-01
1.224441605857188797e+01,-3.797175280087103477e+00,-7.166009643309123600e-01
1.224762728754082808e+01,-3.796004540703680874e+00,-7.171564388157058989e-01
1.225083851650977174e+01,-3.794837813388862280e+00,-7.177121604218070772e-01
1.225404974547871184e+01,-3.793675756968691193e+00,-7.182679631960490196e-01
1.225726097444765195e+01,-3.792518284370969273e+00,-7.188236692153202601e-01
1.226047220341659383e+01,-3.791364614929635835e+00,-7.193791294288841565e-01
1.226368343238553393e+01,-3.790213482122299915e+00,-7.199342562451938043e-01
1.226689466135447582e+01,-3.789063442462617282e+00,-7.204890407842934330e-01
1.227010589032341592e+01,-3.787913210645132978e+00,-7.210435515962188013e-01
1.227331711929235603e+01,-3.786761944016731718e+00,-7.215979160549493843e-01
1.227652834826129791e+01,-3.785609415345335904e+00,-7.221522895001044606e-01
1.227973957723023979e+01,-3.784456041717387365e+00,-7.227068196439930814e-01
1.228295080619917989e+01,-3.783302771528048059e+00,-7.232616143246050067e-01
1.228616203516812178e+01,-3.782150862619264586e+00,-7.238167193868846327e-01
1.228937326413706188e+01,-3.781001605817633227e+00,-7.243721107745351162e-01
1.229258449310600199e+01,-3.779856055564971840e+00,-7.249277015557382686e-01
1.229579572207494387e+01,-3.778714822757084590e+00,-7.254833614053900481e-01
1.229900695104388397e+01,-3.777577967294855732e+00,-7.260389437101356647e-01
1.230221818001282585e+01,-3.776445004311020259e+00,-7.265943143594277842e-01
1.230542940898176774e+01,-3.775315014289833293e+00,-7.271493765100129902e-01
1.230864063795070784e+01,-3.774186828260646109e+00,-7.277040869361903752e-01
1.231185186691964972e+01,-3.773059248030201651e+00,-7.282584615798030070e-01
1.231506309588858983e+01,-3.771931258968273859e+00,-7.288125701045110594e-01
1.231827432485752993e+01,-3.770802198203437872e+00,-7.293665212079707416e-01
1.232148555382647181e+01,-3.769671851997229428e+00,-7.299204418592641908e-01
1.232469678279541192e+01,-3.768540469871401122e+00,-7.304744543736779727e-01
1.232790801176435203e+01,-3.767408697300229647e+00,-7.310286553147514743e-01
1.233111924073329568e+01,-3.766277441552061678e+00,-7.315830997124221913e-01
1.233433046970223579e+01,-3.765147695272164530e+00,-7.321377931297700092e-01
1.233754169867117767e+01,-3.764020348763981172e+00,-7.326926928296663144e-01
1.234075292764011778e+01,-3.762896023977256199e+00,-7.332477178220742076e-01
1.234396415660905788e+01,-3.761774960432121340e+00,-7.338027660705062072e-01
1.234717538557799976e+01,-3.760656975486618592e+00,-7.343577358004752531e-01
1.235038661454693987e+01,-3.759541508918972763e+00,-7.349125469194244253e-01
1.235359784351587997e+01,-3.758427746148532478e+00,-7.354671582650310624e-01
1.235680907248482185e+01,-3.757314798066265116e+00,-7.360215769224600635e-01
1.236002030145376374e+01,-3.756201901750477301e+00,-7.365758572268730209e-01
1.236323153042270384e+01,-3.755088598859889437e+00,-7.371300891318106618e-01
1.236644275939164572e+01,-3.753974850001146280e+00,-7.376843780030759579e-01
1.236965398836058583e+01,-3.752861054866296620e+00,-7.382388200604055317e-01
1.237286521732952771e+01,-3.751747967981930110e+00,-7.387934790656127682e-01
1.237607644629846781e+01,-3.750636524537588556e+00,-7.393483699918360630e-01
1.237928767526740792e+01,-3.749527614175552692e+00,-7.399034541164478673e-01
1.238249890423634980e+01,-3.748421856566789501e+00,-7.404586474335344004e-01
1.238571013320529168e+01,-3.747319436062535036e+00,-7.410138410185582725e-01
1.238892136217423179e+01,-3.746220041523139699e+00,-7.415689287937512475e-01
1.239213259114317367e+01,-3.745122933203470783e+00,-7.421238358979381777e-01
1.239534382011211378e+01,-3.744027126681550133e+00,-7.426785402456586027e-01
1.239855504908105388e+01,-3.742931652231713091e+00,-7.432330811699918716e-01
1.240176627804999576e+01,-3.741835825346308653e+00,-7.437875520775379945e-01
1.240497750701893587e+01,-3.740739457118275713e+00,-7.443420781057320523e-01
1.240818873598787775e+01,-3.739642944901478305e+00,-7.448967838289277665e-01
1.241139996495681785e+01,-3.738547212095645556e+00,-7.454517590060114607e-01
1.241461119392575974e+01,-3.737453504338691168e+00,-7.460070313290528832e-01
1.241782242289470162e+01,-3.736363087934453819e+00,-7.465625537440602200e-01
1.242103365186364172e+01,-3.735276924517905162e+00,-7.471182104250331246e-01
1.242424488083258183e+01,-3.734195405598321749e+00,-7.476738407380713047e-01
1.242745610980152371e+01,-3.733118218284191769e+00,-7.482292757664317229e-01
1.243066733877046381e+01,-3.732044381646325348e+00,-7.487843784726816443e-01
1.243387856773940392e+01,-3.730972449752356201e+00,-7.493390773438682873e-01
1.243708979670834580e+01,-3.729900833807801241e+00,-7.498933848051620998e-01
1.244030102567728768e+01,-3.728828163873820323e+00,-7.504473954800003899e-01
1.244351225464622956e+01,-3.727753599231470982e+00,-7.510012645470982573e-01
1.244672348361516967e+01,-3.726677009105547000e+00,-7.515551716203088262e-01
1.244993471258410977e+01,-3.725598979065665617e+00,-7.521092793512688113e-01
1.245314594155305166e+01,-3.724520644067521591e+00,-7.526636972862277286e-01
1.245635717052199176e+01,-3.723443394414880370e+00,-7.532184600194058444e-01
1.245956839949093187e+01,-3.722368533524183398e+00,-7.537735247763676094e-01
1.246277962845987375e+01,-3.721296977331628675e+00,-7.543287883084830447e-01
1.246599085742881563e+01,-3.720229071584405744e+00,-7.548841178375682581e-01
1.246920208639775574e+01,-3.719164569066929715e+00,-7.554393871818082529e-01
1.247241331536669762e+01,-3.718102763773540875e+00,-7.559945081088651486e-01
1.247562454433563772e+01,-3.717042735921322283e+00,-7.565494486718731260e-01
1.247883577330457960e+01,-3.715983632652628987e+00,-7.571042342657390289e-01
1.248204700227351971e+01,-3.714924902357253256e+00,-7.576589322262726744e-01
1.248525823124245981e+01,-3.713866417386275209e+00,-7.582136255065161645e-01
1.248846946021140170e+01,-3.712808455288219012e+00,-7.587683839453931434e-01
1.249168068918034180e+01,-3.711751551983724529e+00,-7.593232420493714052e-01
1.249489191814928368e+01,-3.710696278670997383e+00,-7.598781899532326412e-01
1.249810314711822556e+01,-3.709643016406432015e+00,-7.604331800092448690e-01
1.250131437608716567e+01,-3.708591801766813578e+00,-7.609881465498286035e-01
1.250452560505610577e+01,-3.707542294063083776e+00,-7.615430322520780893e-01
1.250773683402504766e+01,-3.706493876204163485e+00,-7.620978124416369903e-01
1.251094806299398776e+01,-3.705445859083839721e+00,-7.626525092427479668e-01
1.251415929196292964e+01,-3.704397726054107221e+00,-7.632071905506314646e-01
1.251737052093186975e+01,-3.703349339820056318e+00,-7.637619534617481332e-01
1.252058174990081163e+01,-3.702301043464053532e+00,-7.643168966535336395e-01
1.252379297886975351e+01,-3.701253617771613769e+00,-7.648720897928419360e-01
1.252700420783869362e+01,-3.700208099741258749e+00,-7.654275492705537864e-01
1.253021543680763372e+01,-3.699165509508686167e+00,-7.659832280017323525e-01
1.253342666577657560e+01,-3.698126562245171556e+00,-7.665390231114488362e-01
1.253663789474551571e+01,-3.697091448946732584e+00,-7.670948001665419680e-01
1.253984912371445581e+01,-3.696059752841134305e+00,-7.676504277147643274e-01
1.254306035268339770e+01,-3.695030531024772635e+00,-7.682058126976578638e-01
1.254627158165233780e+01,-3.694002544407762212e+00,-7.687609267717712136e-01
1.254948281062128146e+01,-3.692974576453288194e+00,-7.693158158970738736e-01
1.255269403959022156e+01,-3.691945754872774099e+00,-7.698705900966917870e-01
1.255590526855916167e+01,-3.690915788088833693e+00,-7.704253957773936623e-01
1.255911649752810355e+01,-3.689885050743615391e+00,-7.709803778681739717e-01
1.256232772649704366e+01,-3.688854493536632528e+00,-7.715356419009669064e-01
1.256553895546598376e+01,-3.687825400654195285e+00,-7.720912262121040204e-01
1.256875018443492564e+01,-3.686799059487336105e+00,-7.726470916782185450e-01
1.257196141340386575e+01,-3.685776430660850256e+00,-7.732031316097466300e-01
1.257517264237280763e+01,-3.684757905294208769e+00,-7.737591989681967819e-01
1.257838387134174951e+01,-3.683743211555192243e+00,-7.743151434792105992e-01
1.258159510031068962e+01,-3.682731491307817517e+00,-7.748708487412047097e-01
1.258480632927963150e+01,-3.681721521818091425e+00,-7.754262597144686575e-01
1.258801755824857160e+01,-3.680712019878942698e+00,-7.759813938617574625e-01
1.259122878721751171e+01,-3.679701946481163333e+00,-7.765363338158371986e-01
1.259444001618645359e+01,-3.678690733926744727e+00,-7.770912044345640313e-01
1.259765124515539370e+01,-3.677678382045663774e+00,-7.776461410741352109e-01
1.260086247412433558e+01,-3.676665408088127585e+00,-7.782012578129857694e-01
1.260407370309327746e+01,-3.675652674707117207e+00,-7.787566237710095152e-01
1.260728493206221756e+01,-3.674641151002592920e+00,-7.793122528964574469e-01
1.261049616103115767e+01,-3.673631674890801335e+00,-7.798681085472185526e-01
1.261370739000009955e+01,-3.672624778504456788e+00,-7.804241200973237591e-01
1.261691861896903966e+01,-3.671620615207500826e+00,-7.809802058164425631e-01
1.262012984793798154e+01,-3.670618994987515205e+00,-7.815362951642577105e-01
1.262334107690692164e+01,-3.669619504328702320e+00,-7.820923445768258597e-01
1.262655230587586175e+01,-3.668621665964251655e+00,-7.826483433495170505e-01
1.262976353484480541e+01,-3.667625088321112337e+00,-7.832043094530224403e-01
1.263297476381374551e+01,-3.666629564203601532e+00,-7.837602780267381997e-01
1.263618599278268562e+01,-3.665635098831031335e+00,-7.843162870329049019e-01
1.263939722175162750e+01,-3.664641871295881259e+00,-7.848723647146365057e-01
1.264260845072056760e+01,-3.663650152972909524e+00,-7.854285222034504965e-01
1.264581967968950771e+01,-3.662660215653049001e+00,-7.859847524464239621e-01
1.264903090865844959e+01,-3.661672259318089928e+00,-7.865410343859403630e-01
1.265224213762738970e+01,-3.660686376861987501e+00,-7.870973397934792892e-01
1.265545336659633335e+01,-3.659702556227407477e+00,-7.876536397945167467e-01
1.265866459556527346e+01,-3.658720705978097065e+00,-7.882099089372546219e-01
1.266187582453421356e+01,-3.657740683599191467e+00,-7.887661262341568724e-01
1.266508705350315545e+01,-3.656762308973886544e+00,-7.893222742563210659e-01
1.266829828247209555e+01,-3.655785356809162057e+00,-7.898783383914657064e-01
1.267150951144103566e+01,-3.654809536336049547e+00,-7.904343083410407811e-01
1.267472074040997754e+01,-3.653834478060047353e+00,-7.909901828045791117e-01
1.267793196937891764e+01,-3.652859750322160259e+00,-7.915459764946005672e-01
1.268114319834785775e+01,-3.651884920635859899e+00,-7.921017268606794781e-01
1.268435442731680141e+01,-3.650909659980874800e+00,-7.926574969433062279e-01
1.268756565628574151e+01,-3.649933867984314073e+00,-7.932133711585872549e-01
1.269077688525468339e+01,-3.648957780723812050e+00,-7.937694426130347258e-01
1.269398811422362350e+01,-3.647982017700899249e+00,-7.943257933205882804e-01
1.269719934319256360e+01,-3.647007534188560385e+00,-7.948824715830047349e-01
1.270041057216150548e+01,-3.646035468699360571e+00,-7.954394727875575555e-01
1.270362180113044559e+01,-3.645066906841574639e+00,-7.959967301403781947e-01
1.270683303009938570e+01,-3.644102612974094324e+00,-7.965541200394520294e-01
1.271004425906832935e+01,-3.643142799806878607e+00,-7.971114831951454649e-01
1.271325548803726946e+01,-3.642187005943900324e+00,-7.976686581375419527e-01
1.271646671700620956e+01,-3.641234130057597884e+00,-7.982255196952917631e-01
1.271967794597515145e+01,-3.640282632036622612e+00,-7.987820126780694752e-01
1.272288917494409155e+01,-3.639330865828688033e+00,-7.993381712302570774e-01
1.272610040391303166e+01,-3.638377468650281887e+00,-7.998941173253244497e-01
1.272931163288197354e+01,-3.637421708981221080e+00,-8.004500370004584697e-01
1.273252286185091364e+01,-3.636463699169267372e+00,-8.010061388711525732e-01
1.273573409081985730e+01,-3.635504408399273579e+00,-8.015626045678412304e-01
1.273894531978879741e+01,-3.634545461411427425e+00,-8.021195434942059999e-01
1.274215654875773751e+01,-3.633588764772492485e+00,-8.026769638059088052e-01
1.274536777772667939e+01,-3.632636050193287502e+00,-8.032347677268353303e-01
1.274857900669561950e+01,-3.631688449630901427e+00,-8.037927731725702518e-01
1.275179023566455960e+01,-3.630746211858217887e+00,-8.043507567622061316e-01
1.275500146463350148e+01,-3.629808635298006347e+00,-8.049085075582803617e-01
1.275821269360244159e+01,-3.628874236124123520e+00,-8.054658778980101630e-01
1.276142392257138169e+01,-3.627941108945647031e+00,-8.060228183416213721e-01
1.276463515154032535e+01,-3.627007386761422314e+00,-8.065793879312592729e-01
1.276784638050926546e+01,-3.626071681365046206e+00,-8.071357375041847693e-01
1.277105760947820734e+01,-3.625133392113113029e+00,-8.076920709338916149e-01
1.277426883844714744e+01,-3.624192808010846534e+00,-8.082485949075542964e-01
1.277748006741608755e+01,-3.623250984929201834e+00,-8.088054706059754073e-01
1.278069129638502943e+01,-3.622309440384536394e+00,-8.093627796986354594e-01
1.278390252535396954e+01,-3.621369755668212065e+00,-8.099205127264272885e-01
1.278711375432290964e+01,-3.620433196148319155e+00,-8.104785815045900677e-01
1.279032498329185330e+01,-3.619500449929025976e+00,-8.110368505090089775e-01
1.279353621226079341e+01,-3.618571546593161159e+00,-8.115951772170184597e-01
1.279674744122973529e+01,-3.617645963300214262e+00,-8.121534494461036813e-01
1.279995867019867539e+01,-3.616722871321278010e+00,-8.127116093380180040e-01
1.280316989916761550e+01,-3.615801438007749002e+00,-8.132696581943841263e-01
1.280638112813655738e+01,-3.614881087969485485e+00,-8.138276424452179914e-01
1.280959235710549748e+01,-3.613961645423445113e+00,-8.143856267650610992e-01
1.281280358607443759e+01,-3.613043320942794345e+00,-8.149436640231652040e-01
1.281601481504337947e+01,-3.612126557014898154e+00,-8.155017723002115915e-01
1.281922604401232135e+01,-3.611211791939096472e+00,-8.160599265284513848e-01
1.282243727298126146e+01,-3.610299226789885907e+00,-8.166180673073949459e-01
1.282564850195020334e+01,-3.609388677871164131e+00,-8.171761237112118437e-01
1.282885973091914344e+01,-3.608479568308009089e+00,-8.177340422466210512e-01
1.283207095988808355e+01,-3.607571066395892423e+00,-8.182918120036607457e-01
1.283528218885702543e+01,-3.606662329632232655e+00,-8.188494771330762090e-01
