Frequency (GHz), S1:1 (dB), S1:1 (rad)
1.172098573663451271e+00,-3.592504480876584048e-03,-2.692689215518474510e-01
1.175309802632392264e+00,-3.634865878903042503e-03,-2.700388963477584614e-01
1.178521031601333036e+00,-3.676851297166956051e-03,-2.708090995798968503e-01
1.181732260570274029e+00,-3.718433217382213080e-03,-2.715795798899772739e-01
1.184943489539215022e+00,-3.759794764723046502e-03,-2.723503770635271048e-01
1.188154718508156016e+00,-3.801244321346109074e-03,-2.731215113540594319e-01
1.191365947477097009e+00,-3.843098180561774820e-03,-2.738929802349255871e-01
1.194577176446038003e+00,-3.885572217786706535e-03,-2.746647631245508481e-01
1.197788405414978996e+00,-3.928718555033362467e-03,-2.754368319780259311e-01
1.200999634383919767e+00,-3.972426623460831828e-03,-2.762091637682188017e-01
1.204210863352860761e+00,-4.016485557139134500e-03,-2.769817503769149147e-01
1.207422092321801754e+00,-4.060683927714248999e-03,-2.777546024140047920e-01
1.210633321290742526e+00,-4.104910272582984639e-03,-2.785277456279535713e-01
1.213844550259683519e+00,-4.149217696454301531e-03,-2.793012111449538204e-01
1.217055779228624512e+00,-4.193828002761877671e-03,-2.800750229272632730e-01
1.220267008197565506e+00,-4.239071296970499045e-03,-2.808491868654862667e-01
1.223478237166506499e+00,-4.285279077051695230e-03,-2.816236854759975872e-01
1.226689466135447493e+00,-4.332665255325566546e-03,-2.823984804001101190e-01
1.229900695104388486e+00,-4.381234918058482877e-03,-2.831735223637778520e-01
1.233111924073329480e+00,-4.430753050788078552e-03,-2.839487657720674019e-01
1.236323153042270473e+00,-4.480787213573792296e-03,-2.847241834855617770e-01
1.239534382011211466e+00,-4.530814951520753010e-03,-2.854997770917302446e-01
1.242745610980152460e+00,-4.580365905853286783e-03,-2.862755792380409225e-01
1.245956839949093231e+00,-4.629156787422931268e-03,-2.870516469585154273e-01
1.249168068918034225e+00,-4.677178421703393277e-03,-2.878280476702756441e-01
1.252379297886975218e+00,-4.724707785024311046e-03,-2.886048417857844384e-01
1.255590526855916211e+00,-4.772240163241962992e-03,-2.893820669687812153e-01
1.258801755824857205e+00,-4.820360438242618506e-03,-2.901597286146173071e-01
1.262012984793798198e+00,-4.869590674056318604e-03,-2.909377992923974920e-01
1.265224213762739192e+00,-4.920258035777661486e-03,-2.917162272149161351e-01
1.268435442731679963e+00,-4.972420557212169599e-03,-2.924949511271531799e-01
1.271646671700620956e+00,-5.025870463395979565e-03,-2.932739171472051876e-01
1.274857900669561950e+00,-5.080211233381669300e-03,-2.940530926183841931e-01
1.278069129638502943e+00,-5.134982666724622301e-03,-2.948324730675830896e-01
1.281280358607443715e+00,-5.189794640575813925e-03,-2.956120805711805466e-01
1.284491587576384708e+00,-5.244429081890191781e-03,-2.963919545029456981e-01
1.287702816545325701e+00,-5.298881071401691928e-03,-2.971721379381965233e-01
1.290914045514266695e+00,-5.353330139991289288e-03,-2.979526642021383398e-01
1.294125274483207688e+00,-5.408055202320247515e-03,-2.987335478167519320e-01
1.297336503452148682e+00,-5.463324062269340163e-03,-2.995147825213417825e-01
1.300547732421089675e+00,-5.519295527275334089e-03,-3.002963466451784580e-01
1.303758961390030668e+00,-5.575966775692940344e-03,-3.010782136799982633e-01
1.306970190358971662e+00,-5.633182656552324259e-03,-3.018603642219440664e-01
1.310181419327912655e+00,-5.690702382480719579e-03,-3.026427950641413789e-01
1.313392648296853649e+00,-5.748299593324999492e-03,-3.034255222386441075e-01
1.316603877265794420e+00,-5.805860417810337036e-03,-3.042085768883800445e-01
1.319815106234735413e+00,-5.863444682541343531e-03,-3.049919953073577106e-01
1.323026335203676407e+00,-5.921287671558830151e-03,-3.057758065077351706e-01
1.326237564172617400e+00,-5.979739836367987428e-03,-3.065600215818277130e-01
1.329448793141558394e+00,-6.039163029682589889e-03,-3.073446286117686999e-01
1.332660022110499387e+00,-6.099817163212746703e-03,-3.081295950906220993e-01
1.335871251079440158e+00,-6.161775471185131255e-03,-3.089148773286040095e-01
1.339082480048381152e+00,-6.224898148387609902e-03,-3.097004339392899208e-01
1.342293709017322145e+00,-6.288875514036062174e-03,-3.104862390246327930e-01
1.345504937986263139e+00,-6.353328925667789048e-03,-3.112722906164865910e-01
1.348716166955203910e+00,-6.417937876812083303e-03,-3.120586113466227718e-01
1.351927395924144903e+00,-6.482551670046942868e-03,-3.128452407865686680e-01
1.355138624893085897e+00,-6.547247376187895901e-03,-3.136322216468949708e-01
1.358349853862026890e+00,-6.612311842205492035e-03,-3.144195841635816224e-01
1.361561082830967884e+00,-6.678149518396492811e-03,-3.152073338084705467e-01
1.364772311799908877e+00,-6.745142342602642414e-03,-3.159954466302942189e-01
1.367983540768849871e+00,-6.813504960623543993e-03,-3.167838742689642606e-01
1.371194769737790864e+00,-6.883182417571256928e-03,-3.175725576618409485e-01
1.374405998706731857e+00,-6.953826387419068805e-03,-3.183614456146650618e-01
1.377617227675672851e+00,-7.024862971543467845e-03,-3.191505126539035953e-01
1.380828456644613844e+00,-7.095636931960872841e-03,-3.199397705079756737e-01
1.384039685613554616e+00,-7.165592611212350839e-03,-3.207292692658111899e-01
1.387250914582495609e+00,-7.234438560747911799e-03,-3.215190872622580853e-01
1.390462143551436602e+00,-7.302245562668403800e-03,-3.223093121498963876e-01
1.393673372520377596e+00,-7.369445968927463946e-03,-3.231000183910658352e-01
1.396884601489318589e+00,-7.436730931455792608e-03,-3.238912476662444417e-01
1.400095830458259583e+00,-7.504872628700439904e-03,-3.246829980145080619e-01
1.403307059427200576e+00,-7.574521686960357381e-03,-3.254752250575521089e-01
1.406518288396141347e+00,-7.646038404356607192e-03,-3.262678551232033319e-01
1.409729517365082341e+00,-7.719407228288780419e-03,-3.270608065354532745e-01
1.412940746334023334e+00,-7.794259673864750888e-03,-3.278540128590434755e-01
1.416151975302964106e+00,-7.869998645871557202e-03,-3.286474412527458089e-01
1.419363204271905099e+00,-7.945986655918823097e-03,-3.294411005189168962e-01
1.422574433240846092e+00,-8.021741045937997097e-03,-3.302350365288757028e-01
1.425785662209787086e+00,-8.097077114755758115e-03,-3.310293165296279150e-01
1.428996891178728079e+00,-8.172155886015296244e-03,-3.318240072335730262e-01
1.432208120147669073e+00,-8.247422501975109829e-03,-3.326191535106739483e-01
1.435419349116610066e+00,-8.323455033532352679e-03,-3.334147643340840128e-01
1.438630578085551059e+00,-8.400771484813504900e-03,-3.342108104018785553e-01
1.441841807054492053e+00,-8.479656209814671192e-03,-3.350072342321170349e-01
1.445053036023433046e+00,-8.560061482640903691e-03,-3.358039696101417504e-01
1.448264264992374040e+00,-8.641616988169266433e-03,-3.366009642679798075e-01
1.451475493961314811e+00,-8.723746381290056057e-03,-3.373981985431727670e-01
1.454686722930255804e+00,-8.805856069745066420e-03,-3.381956938840861571e-01
1.457897951899196798e+00,-8.887537577921421697e-03,-3.389935081360280211e-01
1.461109180868137791e+00,-8.968718864629124030e-03,-3.397917186439188830e-01
1.464320409837078785e+00,-9.049714055040061420e-03,-3.405903980912803886e-01
1.467531638806019778e+00,-9.131151310658341611e-03,-3.413895904513081225e-01
1.470742867774960771e+00,-9.213796028906639027e-03,-3.421892946576379768e-01
1.473954096743901543e+00,-9.298319845383880289e-03,-3.429894614811950238e-01
1.477165325712842536e+00,-9.385084643531124357e-03,-3.437900052165853149e-01
1.480376554681783530e+00,-9.474008816255581264e-03,-3.445908272820789042e-01
1.483587783650724301e+00,-9.564560415279662817e-03,-3.453918450816910735e-01
1.486799012619665294e+00,-9.655884908824234614e-03,-3.461930176311414087e-01
1.490010241588606288e+00,-9.747034883327936744e-03,-3.469943601229117935e-01
1.493221470557547281e+00,-9.837237304660311280e-03,-3.477959426600781834e-01
1.496432699526488275e+00,-9.926120678683814091e-03,-3.485978729621925232e-01
1.499643928495429268e+00,-1.001383404864193347e-02,-3.494002676010200537e-01
1.502855157464370262e+00,-1.010101988001518153e-02,-3.502032198396782814e-01
1.506066386433311255e+00,-1.018864495967943505e-02,-3.510067733498042353e-01
1.509277615402252248e+00,-1.027773518972282391e-02,-3.518109095642647510e-01
1.512488844371193242e+00,-1.036908918715923923e-02,-3.526155525880529940e-01
1.515700073340134235e+00,-1.046305309871191185e-02,-3.534205905337504117e-01
1.518911302309075007e+00,-1.055942245927006876e-02,-3.542259073454291918e-01
1.522122531278016000e+00,-1.065750082027291240e-02,-3.550314160458273860e-01
1.525333760246956993e+00,-1.075629963812887654e-02,-3.558370838277427062e-01
1.528544989215897987e+00,-1.085482274191201281e-02,-3.566429416912528794e-01
1.531756218184838980e+00,-1.095235371932043109e-02,-3.574490757602297175e-01
1.534967447153779974e+00,-1.104866322769579995e-02,-3.582556027120090691e-01
1.538178676122720967e+00,-1.114407610007527374e-02,-3.590626363755192729e-01
1.541389905091661960e+00,-1.123937861037878350e-02,-3.598702551385855597e-01
1.544601134060602732e+00,-1.133559260808429670e-02,-3.606784795893532847e-01
1.547812363029543725e+00,-1.143368188995439773e-02,-3.614872668545552892e-01
1.551023591998484719e+00,-1.153427582543099274e-02,-3.622965232498629451e-01
1.554234820967425490e+00,-1.163749013355686035e-02,-3.631061315404393586e-01
1.557446049936366483e+00,-1.174289632401488183e-02,-3.639159848773518280e-01
1.560657278905307477e+00,-1.184964798562105313e-02,-3.647260175633161294e-01
1.563868507874248470e+00,-1.195672652526766182e-02,-3.655362237633087430e-01
1.567079736843189464e+00,-1.206323445456139801e-02,-3.663466588223238674e-01
1.570290965812130457e+00,-1.216865093077891188e-02,-3.671574229378442578e-01
1.573502194781071450e+00,-1.227297580110056109e-02,-3.679686320653717257e-01
1.576713423750012444e+00,-1.237672136775111800e-02,-3.687803846120254470e-01
1.579924652718953437e+00,-1.248075572188441298e-02,-3.695927336300141586e-01
1.583135881687894431e+00,-1.258604466334135516e-02,-3.704056725377185555e-01
1.586347110656835424e+00,-1.269336832470159722e-02,-3.712191383846071835e-01
1.589558339625776195e+00,-1.280309526077980792e-02,-3.720330315287043166e-01
1.592769568594717189e+00,-1.291507920594808616e-02,-3.728472458262759859e-01
1.595980797563658182e+00,-1.302870730216821975e-02,-3.736617004330208824e-01
1.599192026532599176e+00,-1.314308419013976437e-02,-3.744763639430576108e-01
1.602403255501540169e+00,-1.325729699760526924e-02,-3.752912639268237149e-01
1.605614484470481163e+00,-1.337068339389910904e-02,-3.761064792579986160e-01
1.608825713439422156e+00,-1.348302498299779745e-02,-3.769221176533584794e-01
1.612036942408362927e+00,-1.359461104633456069e-02,-3.777382851082770610e-01
1.615248171377303921e+00,-1.370615605966482575e-02,-3.785550561612417431e-01
1.618459400346244914e+00,-1.381859703989378289e-02,-3.793724535358516392e-01
1.621670629315185685e+00,-1.393283110513003804e-02,-3.801904428427149707e-01
1.624881858284126679e+00,-1.404946976211469099e-02,-3.810089435559806947e-01
1.628093087253067672e+00,-1.416867997946665882e-02,-3.818278527447769854e-01
1.631304316222008666e+00,-1.429015537698774888e-02,-3.826470744287858161e-01
1.634515545190949659e+00,-1.441322208882839934e-02,-3.834665459745402183e-01
1.637726774159890653e+00,-1.453704465716705758e-02,-3.842862540360245105e-01
1.640938003128831646e+00,-1.466086919864024313e-02,-3.851062357958784377e-01
1.644149232097772639e+00,-1.478423207931573585e-02,-3.859265656774124031e-01
1.647360461066713633e+00,-1.490707465038823565e-02,-3.867473319457655490e-01
1.650571690035654626e+00,-1.502973410317816685e-02,-3.875686104485195904e-01
1.653782919004595620e+00,-1.515281805979670077e-02,-3.883904433572507031e-01
1.656994147973536391e+00,-1.527700479007244524e-02,-3.892128290331257623e-01
1.660205376942477384e+00,-1.540283181742399185e-02,-3.900357256243541793e-01
1.663416605911418378e+00,-1.553053723103585242e-02,-3.908590668010837321e-01
1.666627834880359371e+00,-1.566000023336561187e-02,-3.916827844166731465e-01
1.669839063849300365e+00,-1.579079607844809108e-02,-3.925068309249689635e-01
1.673050292818241358e+00,-1.592234531467540126e-02,-3.933311946355377842e-01
1.676261521787182351e+00,-1.605410882897223210e-02,-3.941559032329771672e-01
1.679472750756123123e+00,-1.618576704955231385e-02,-3.949810146762661733e-01
1.682683979725064116e+00,-1.631732751385718896e-02,-3.958065984912093604e-01
1.685895208694005110e+00,-1.644912778112260845e-02,-3.966327133907255886e-01
1.689106437662945881e+00,-1.658173323217548498e-02,-3.974593882329010563e-01
1.692317666631886874e+00,-1.671576166618371495e-02,-3.982866122527353725e-01
1.695528895600827868e+00,-1.685168897621581313e-02,-3.991143376294973288e-01
1.698740124569768861e+00,-1.698969589182194179e-02,-3.999424936646230888e-01
1.701951353538709855e+00,-1.712960323447791297e-02,-4.007710082974930699e-01
1.705162582507650848e+00,-1.727091626428604171e-02,-4.015998304466048552e-01
1.708373811476591841e+00,-1.741296568848212448e-02,-4.024289463972917091e-01
1.711585040445532835e+00,-1.755510370671879705e-02,-4.032583852320716367e-01
1.714796269414473828e+00,-1.769689680977630519e-02,-4.040882115727416068e-01
1.718007498383414822e+00,-1.783825783547744737e-02,-4.049185076883649592e-01
1.721218727352355815e+00,-1.797947768861677190e-02,-4.057493501903176036e-01
1.724429956321296586e+00,-1.812114673803038450e-02,-4.065807881475851926e-01
1.727641185290237580e+00,-1.826398838134916242e-02,-4.074128290449250400e-01
1.730852414259178573e+00,-1.840865301573429286e-02,-4.082454367077089086e-01
1.734063643228119567e+00,-1.855553215043204487e-02,-4.090785418201252077e-01
1.737274872197060560e+00,-1.870464639192354755e-02,-4.099120620026841522e-01
1.740486101166001554e+00,-1.885563944314160023e-02,-4.107459256615685339e-01
1.743697330134942547e+00,-1.900787953387135520e-02,-4.115800927683941901e-01
1.746908559103883318e+00,-1.916063886798382090e-02,-4.124145666601183868e-01
1.750119788072824312e+00,-1.931329965505949181e-02,-4.132493935691318176e-01
1.753331017041765305e+00,-1.946552831069202696e-02,-4.140846501217650411e-01
1.756542246010706076e+00,-1.961736921598345590e-02,-4.149204224494908999e-01
1.759753474979647070e+00,-1.976923289812407281e-02,-4.157567828662633858e-01
1.762964703948588063e+00,-1.992178363193667159e-02,-4.165937706398590845e-01
1.766175932917529057e+00,-2.007575951517892587e-02,-4.174313821003922120e-01
1.769387161886470050e+00,-2.023177610231748080e-02,-4.182695725979990176e-01
1.772598390855411044e+00,-2.039016784669097498e-02,-4.191082694598596281e-01
1.775809619824352037e+00,-2.055090944940722586e-02,-4.199473920767982649e-01
1.779020848793293030e+00,-2.071363569005389704e-02,-4.207868734155980617e-01
1.782232077762234024e+00,-2.087775047876240520e-02,-4.216266770813421050e-01
1.785443306731175017e+00,-2.104259175516286912e-02,-4.224668055289321766e-01
1.788654535700116011e+00,-2.120760512595853270e-02,-4.233072976590980252e-01
1.791865764669056782e+00,-2.137247919672684987e-02,-4.241482170347024572e-01
1.795076993637997775e+00,-2.153720873495863081e-02,-4.249896344516534974e-01
1.798288222606938769e+00,-2.170207369627414132e-02,-4.258316099130442511e-01
1.801499451575879762e+00,-2.186754606090996617e-02,-4.266741788762092313e-01
1.804710680544820756e+00,-2.203415543282888009e-02,-4.275173461070441716e-01
1.807921909513761749e+00,-2.220235330621984221e-02,-4.283610881056412190e-01
1.811133138482702742e+00,-2.237241286505487273e-02,-4.292053625969660668e-01
1.814344367451643736e+00,-2.254438782130613328e-02,-4.300501217321460734e-01
1.817555596420584507e+00,-2.271813471981866048e-02,-4.308953249170064947e-01
1.820766825389525501e+00,-2.289338436174370717e-02,-4.317409477115952132e-01
1.823978054358466494e+00,-2.306983509282929667e-02,-4.325869847818040181e-01
1.827189283327407265e+00,-2.324723714014800824e-02,-4.334334468974376797e-01
1.830400512296348259e+00,-2.342544339810137544e-02,-4.342803538127572582e-01
1.833611741265289252e+00,-2.360441548277026486e-02,-4.351277259776309414e-01
1.836822970234230246e+00,-2.378418982827491812e-02,-4.359755781072227609e-01
1.840034199203171239e+00,-2.396482187111732484e-02,-4.368239167198800232e-01
1.843245428172112232e+00,-2.414633281809009172e-02,-4.376727421827653619e-01
1.846456657141053226e+00,-2.432868130733801398e-02,-4.385220541215266166e-01
1.849667886109994219e+00,-2.451177244505886935e-02,-4.393718578103850692e-01
1.852879115078935213e+00,-2.469550264244854687e-02,-4.402221687622619450e-01
1.856090344047876206e+00,-2.487982508254893421e-02,-4.410730133068259118e-01
1.859301573016817200e+00,-2.506481199590295320e-02,-4.419244242895367103e-01
1.862512801985757971e+00,-2.525068909064832195e-02,-4.427764327128200228e-01
1.865724030954698964e+00,-2.543782486047577174e-02,-4.436290576298615451e-01
1.868935259923639958e+00,-2.562667089834681083e-02,-4.444822974117860204e-01
1.872146488892580951e+00,-2.581766470936919938e-02,-4.453361253683967846e-01
