Frequency (GHz), G_r Theta Pol: Theta=90.0 & Phi=0.0 (dB), G_r Theta Pol: Theta=90.0 & Phi=0.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=90.0 & Phi=0.0 (dB), G_r Phi Pol: Theta=90.0 & Phi=0.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Theta Pol: Theta=90.0 & Phi=180.0 (dB), G_r Theta Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=90.0 & Phi=180.0 (dB), G_r Phi Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Theta Pol: Theta=45.0 & Phi=0.0 (dB), G_r Theta Pol: Theta=45.0 & Phi=0.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=45.0 & Phi=0.0 (dB), G_r Phi Pol: Theta=45.0 & Phi=0.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location)
1.237607644629846781e+01,-1.569516275417859319e+00,1.891136888423016638e+00,-1.874040401549538046e+02,-5.436508019861713281e-01,-1.569498126987678432e+00,1.891151235362884098e+00,-1.529365649493408910e+02,2.900587175918240668e+00,-1.117417501594158225e+01,2.344083485083295226e+00,-1.529574213121490800e+02,7.158196351789287704e-01
1.237928767526740792e+01,-1.569696516787337792e+00,1.890749103848649249e+00,-1.874015924622917737e+02,-5.204937592096102739e-01,-1.569677131831616279e+00,1.890763467975750567e+00,-1.529628332656979524e+02,2.889158479784203148e+00,-1.117863309960077167e+01,2.344535435756730291e+00,-1.529978572908544834e+02,7.045626845031649488e-01
1.238249890423634980e+01,-1.569879631040815404e+00,1.890361713364608676e+00,-1.872643564110972818e+02,-5.040759518826039010e-01,-1.569859008509660203e+00,1.890376093145844205e+00,-1.529799156200325001e+02,2.876803049239280874e+00,-1.118309100812744461e+01,2.344988602546240752e+00,-1.530519414198111008e+02,6.959583544702386826e-01
1.238571013320529168e+01,-1.570065506820055301e+00,1.889974775427271103e+00,-1.870511684330796243e+02,-5.015647000954077672e-01,-1.570043645340529537e+00,1.889989169415499326e+00,-1.529932502786421367e+02,2.863092801935967824e+00,-1.118754869243435479e+01,2.345443040910348831e+00,-1.531054447231978770e+02,6.904707577835439425e-01
1.238892136217423179e+01,-1.570253793231039197e+00,1.889588337112141136e+00,-1.868397381480054094e+02,-5.147454805464635186e-01,-1.570230690761246439e+00,1.889602743902758064e+00,-1.530093845215509702e+02,2.847994076880727921e+00,-1.119200587065646602e+01,2.345898797457453000e+00,-1.531438460642152393e+02,6.876138162674720888e-01
1.239213259114317367e+01,-1.570443978292067388e+00,1.889202421264336573e+00,-1.866971960064476832e+02,-5.406431875145664145e-01,-1.570419632032702850e+00,1.889216839437265261e+00,-1.530340214042642515e+02,2.831870475239613327e+00,-1.119646209403701320e+01,2.346355897120164791e+00,-1.531570045659970560e+02,6.860517555504211940e-01
1.239534382011211378e+01,-1.570635516073761728e+00,1.888817019744277736e+00,-1.866657384973808860e+02,-5.734081258680308046e-01,-1.570609922664943259e+00,1.888831447809556474e+00,-1.530703855316649538e+02,2.815371972778142773e+00,-1.120091686333876346e+01,2.346814335646399297e+00,-1.531427230438623326e+02,6.840102036116433304e-01
1.239855504908105388e+01,-1.570827969774791555e+00,1.888432094982110954e+00,-1.867592911002966503e+02,-6.059664802828803598e-01,-1.570801125716841939e+00,1.888446531346152035e+00,-1.531183164216217847e+02,2.799248288616642544e+00,-1.120536976636433124e+01,2.347274079854278384e+00,-1.531075780889210023e+02,6.798663162115088365e-01
1.240176627804999576e+01,-1.571021131709469332e+00,1.888047589852696051e+00,-1.869632042892130812e+02,-6.312154388693319573e-01,-1.570993033876273870e+00,1.888062032815826630e+00,-1.531742839072043409e+02,2.784136036765314515e+00,-1.120982059929784569e+01,2.347735076066226334e+00,-1.530645976552139871e+02,6.726781867214660648e-01
1.240497750701893587e+01,-1.571215085574406256e+00,1.887663443558474485e+00,-1.872338343729717565e+02,-6.432541962155250426e-01,-1.571185731659061835e+00,1.887677891344600400e+00,-1.532323323712966783e+02,2.770372025322783482e+00,-1.121426943682438804e+01,2.348197264857744493e+00,-1.530289028212581854e+02,6.624517837448719026e-01
1.240818873598787775e+01,-1.571410190721425515e+00,1.887279609415037029e+00,-1.875015405609884169e+02,-6.391455979133364718e-01,-1.571379579474894372e+00,1.887294060224228742e+00,-1.532857662463131021e+02,2.757883839664793335e+00,-1.121871662832064587e+01,2.348660598369229024e+00,-1.530131112666752529e+02,6.500905419447251532e-01
1.241139996495681785e+01,-1.571606988901427249e+00,1.886896069708862145e+00,-1.876857930114419730e+02,-6.209512191253743207e-01,-1.571575120089647726e+00,1.886910521776495653e+00,-1.533291583556352577e+02,2.746197765344097430e+00,-1.122316271687865452e+01,2.349125055498969772e+00,-1.530238884936486556e+02,6.371008672315099375e-01
1.241461119392575974e+01,-1.571806055472822150e+00,1.886512843392213812e+00,-1.877267602917282829e+02,-5.963817347364666066e-01,-1.571772929565625088e+00,1.886527295036235508e+00,-1.533600667539169251e+02,2.734574059393486412e+00,-1.122760829933399407e+01,2.349590650639488132e+00,-1.530602549040500548e+02,6.251665028646736788e-01
1.241782242289470162e+01,-1.572007833335852034e+00,1.886129984183050778e+00,-1.876176756578946936e+02,-5.761483901357519199e-01,-1.571973451024859525e+00,1.886144433824648470e+00,-1.533798459156515719e+02,2.722233501884512741e+00,-1.123205386280761431e+01,2.350057433202356272e+00,-1.531137858358008543e+02,6.156878365457597591e-01
1.242103365186364172e+01,-1.572212494074453071e+00,1.885747569185915573e+00,-1.874091889706456016e+02,-5.690139148144686132e-01,-1.572176855770663684e+00,1.885762015337161701e+00,-1.533932330781107396e+02,2.708599237536393645e+00,-1.123649964141876190e+01,2.350525477604795022e+00,-1.531707152508713250e+02,6.093717086948863271e-01
1.242424488083258183e+01,-1.572419864863826788e+00,1.885365680751557527e+00,-1.871812312458908423e+02,-5.783617092551853744e-01,-1.572382970332082630e+00,1.885380121973920353e+00,-1.534068656640835684e+02,2.693470568400264664e+00,-1.124094553309103617e+01,2.350994866010819528e+00,-1.532157665211467474e+02,6.059764925008533920e-01
1.242745610980152371e+01,-1.572629442924192933e+00,1.884984386220426966e+00,-1.870089645844570327e+02,-6.021845984697038467e-01,-1.572591291169055383e+00,1.884998821067149333e+00,-1.534272706051246189e+02,2.677075827403918140e+00,-1.124539110136343822e+01,2.351465668196918379e+00,-1.532369365148915676e+02,6.043292842280080235e-01
1.243066733877046381e+01,-1.572840496073292460e+00,1.884603720889605594e+00,-1.869436944696591354e+02,-6.349759133176967607e-01,-1.572801085512456343e+00,1.884618147849995040e+00,-1.534589717474142958e+02,2.659998379883707464e+00,-1.124983566468688956e+01,2.351937923842469580e+00,-1.532296438653773123e+02,6.026709721415051124e-01
1.243387856773940392e+01,-1.573052224596716453e+00,1.884223678781449918e+00,-1.870077399345516938e+02,-6.695947935155561748e-01,-1.573011553468278700e+00,1.884238096244560179e+00,-1.535032209198761848e+02,2.643006792253054016e+00,-1.125427845192884035e+01,2.352411632032273214e+00,-1.531984218793789125e+02,5.992367800415586698e-01
1.243708979670834580e+01,-1.573263942727162190e+00,1.883844213759295005e+00,-1.871941506233480936e+02,-6.985615642047391383e-01,-1.573222009604032579e+00,1.883858620008439733e+00,-1.535576324790316107e+02,2.626837622243138881e+00,-1.125871878436567286e+01,2.352886750909464197e+00,-1.531553100221668160e+02,5.928411106687502263e-01
1.244030102567728768e+01,-1.573475232323944040e+00,1.883465250777674349e+00,-1.874660772391698629e+02,-7.152133250871715031e-01,-1.573432036574977211e+00,1.883479644017590493e+00,-1.536167994527458234e+02,2.611984082076499902e+00,-1.126315623660584642e+01,2.353363207721136607e+00,-1.531157371443687225e+02,5.832327364943197257e-01
1.244351225464622956e+01,-1.573686028594091235e+00,1.883086704331863537e+00,-1.877576030580989368e+02,-7.153471923492101814e-01,-1.573641570648069088e+00,1.883101082740174181e+00,-1.536737828904545609e+02,2.598544424740031999e+00,-1.126759073404239331e+01,2.353840916696870345e+00,-1.530936997010263099e+02,5.711221155970308549e-01
1.244672348361516967e+01,-1.573896615981913216e+00,1.882708499243008538e+00,-1.879845183440008896e+02,-6.994317388377653266e-01,-1.573850897311774633e+00,1.882722861030022843e+00,-1.537221413485714265e+02,2.586178316295296487e+00,-1.127202256131800517e+01,2.354319800075337366e+00,-1.530978428624837875e+02,5.579319626586314307e-01
1.244993471258410977e+01,-1.574107536623739145e+00,1.882330588321908582e+00,-1.880733551804159447e+02,-6.740375426291921324e-01,-1.574060559455674690e+00,1.882344931780196129e+00,-1.537579280314789685e+02,2.574197171316796151e+00,-1.127645228028660895e+01,2.354799806748488322e+00,-1.531292481637822220e+02,5.453857646560944517e-01
1.245314594155305166e+01,-1.574319437249180664e+00,1.881952962363085513e+00,-1.879992348001243272e+02,-6.501153563951237446e-01,-1.574271204086934217e+00,1.881967285891425146e+00,-1.537809761130248489e+02,2.561771086724361268e+00,-1.128088058038746055e+01,2.355280923671332793e+00,-1.531811344725826416e+02,5.350381396645398357e-01
1.245635717052199176e+01,-1.574532896544870164e+00,1.881575650072758954e+00,-1.878013054574231546e+02,-6.379935340151423606e-01,-1.574483409657348787e+00,1.881589952167037172e+00,-1.537949783423683527e+02,2.548186460244529883e+00,-1.128530810235477233e+01,2.355763177201278591e+00,-1.532405007268864665e+02,5.278326706701339521e-01
1.245956839949093187e+01,-1.574748279304777565e+00,1.881198708318813972e+00,-1.875597168775379657e+02,-6.428742295756866287e-01,-1.574697540336531310e+00,1.881212987532746350e+00,-1.538063234100354180e+02,2.533064560410735577e+00,-1.128973528270922166e+01,2.356246624316082450e+00,-1.532916244350820705e+02,5.237865653340321170e-01
1.246277962845987375e+01,-1.574965655071537185e+00,1.880822205718858386e+00,-1.873575199350540572e+02,-6.639516777890478449e-01,-1.574913664897501953e+00,1.880836460606806648e+00,-1.538221297469161186e+02,2.516469420230685650e+00,-1.129416225972863685e+01,2.356731336424581880e+00,-1.533208402338798066e+02,5.219241421334731568e-01
1.246599085742881563e+01,-1.575184800015649644e+00,1.880446204314220049e+00,-1.872557696997696723e+02,-6.961971212813639065e-01,-1.575131558885526584e+00,1.880460433373960516e+00,-1.538481496039412662e+02,2.498880065062678568e+00,-1.129858886357967762e+01,2.357217380447508059e+00,-1.533211692455019488e+02,5.205446755484341992e-01
1.246920208639775574e+01,-1.575405277030714757e+00,1.880070744434974239e+00,-1.872857518803653250e+02,-7.324704254037336382e-01,-1.575350784958125416e+00,1.880084946068294460e+00,-1.538871466129226633e+02,2.481047370905110405e+00,-1.130301468924356456e+01,2.357704802456630944e+00,-1.532948674065759462e+02,5.177753077510796054e-01
1.247241331536669762e+01,-1.575626567297999880e+00,1.879695836764963213e+00,-1.874486042415018971e+02,-7.649814865997917046e-01,-1.575570824573397699e+00,1.879710009268408033e+00,-1.539381248947910592e+02,2.463781254363886397e+00,-1.130743922772625254e+01,2.358193618261507751e+00,-1.532526368831999548e+02,5.121979219087404722e-01
1.247562454433563772e+01,-1.575848213085241589e+00,1.879321463406772086e+00,-1.877149049920494406e+02,-7.864072694108535933e-01,-1.575791220753017363e+00,1.879335604995484577e+00,-1.539965644743063251e+02,2.447721936496186412e+00,-1.131186201543862957e+01,2.358683813203321655e+00,-1.532098940657987214e+02,5.032915873771417470e-01
1.247883577330457960e+01,-1.576069930027011790e+00,1.878947587083454218e+00,-1.880240259308586985e+02,-7.913799465728157401e-01,-1.576011690178356517e+00,1.878961695940739363e+00,-1.540556311119093209e+02,2.433150656146704449e+00,-1.131628275795671001e+01,2.359175350688540007e+00,-1.531818162180995273e+02,4.915460565921703773e-01
1.248204700227351971e+01,-1.576291657792403322e+00,1.878574165279243147e+00,-1.882907210553531741e+02,-7.787305499902160699e-01,-1.576232173583036023e+00,1.878588239616491906e+00,-1.541081200865155836e+02,2.419893545759407516e+00,-1.132070139350281224e+01,2.359668186473541152e+00,-1.531789765383693407e+02,4.782673796807723199e-01
1.248525823124245981e+01,-1.576513537524539599e+00,1.878201164791516220e+00,-1.884299784607334232e+02,-7.535631940476661406e-01,-1.576452812911982582e+00,1.878215202899903957e+00,-1.541486373037527926e+02,2.407358284795503067e+00,-1.132511808054564639e+01,2.360162284129149413e+00,-1.532046005153563044e+02,4.651877125531275192e-01
1.248846946021140170e+01,-1.576735826831328513e+00,1.877828572213979585e+00,-1.883978670749173148e+02,-7.266177210093308636e-01,-1.576673866113816880e+00,1.877842572491931428e+00,-1.541753237895130724e+02,2.394706434366345782e+00,-1.132953311713112043e+01,2.360657626922439078e+00,-1.532537513065920791e+02,4.539920204692626804e-01
1.249168068918034180e+01,-1.576958781726762293e+00,1.877456397257363019e+00,-1.882184759969287029e+02,-7.095973891949415302e-01,-1.576895589027481392e+00,1.877470358205339585e+00,-1.541904836080226460e+02,2.381111972935669563e+00,-1.133394681998111864e+01,2.361154222587714013e+00,-1.533144873360369616e+02,4.458499956554016208e-01
1.249489191814928368e+01,-1.577182544272587084e+00,1.877084668103943033e+00,-1.879691973462063856e+02,-7.096817475618935056e-01,-1.577118123129882532e+00,1.877098588288290015e+00,-1.541998602920374424e+02,2.366017019592854709e+00,-1.133835940298111744e+01,2.361652099731814225e+00,-1.533709675041889966e+02,4.410468497606356841e-01
1.249810314711822556e+01,-1.577407072076155270e+00,1.876713420486296746e+00,-1.877401490634279071e+02,-7.275256344960304711e-01,-1.577341425267032360e+00,1.876727298483527040e+00,-1.542108423610621912e+02,2.349296891252914854e+00,-1.134277089404880634e+01,2.362151297236508185e+00,-1.534081115102341357e+02,4.388350593176539305e-01
1.250131437608716567e+01,-1.577632132178752311e+00,1.876342684124497895e+00,-1.876026113918188685e+02,-7.587507411141390934e-01,-1.577565261830272680e+00,1.876356518463465850e+00,-1.542302483453092066e+02,2.331287493740167083e+00,-1.134718111684104080e+01,2.362651850190300884e+00,-1.534165897953506033e+02,4.376163203583579020e-01
1.250452560505610577e+01,-1.577857361438288253e+00,1.875972470966254857e+00,-1.875974904867851194e+02,-7.962970555700856767e-01,-1.577789269391564941e+00,1.875986260086312418e+00,-1.542623803441983057e+02,2.312679861501655942e+00,-1.135158974319303482e+01,2.363153776950086993e+00,-1.533961879502412557e+02,4.354488504606140453e-01
1.250773683402504766e+01,-1.578082374507467911e+00,1.875602769111583523e+00,-1.877344595281903707e+02,-8.321125778711143672e-01,-1.578013062820318613e+00,1.875616511349802007e+00,-1.543078353085820140e+02,2.294321946277982249e+00,-1.135599639986855891e+01,2.363657071579906344e+00,-1.533559235454501959e+02,4.306999474841737285e-01
1.251094806299398776e+01,-1.578306885319196606e+00,1.875233544542442843e+00,-1.879919879049457450e+02,-8.582804367998219108e-01,-1.578236356750415403e+00,1.875247238153909146e+00,-1.543633163879465542e+02,2.276981245551294109e+00,-1.136040079592491026e+01,2.364161704249244877e+00,-1.533108489657719247e+02,4.225713388490504596e-01
1.251415929196292964e+01,-1.578530803233629820e+00,1.874864750353518295e+00,-1.883157820966495706e+02,-8.683450577734073139e-01,-1.578459061557744070e+00,1.874878393558389478e+00,-1.544224871809593083e+02,2.261124555750990694e+00,-1.136480283002732605e+01,2.364667629701698637e+00,-1.532770817744372209e+02,4.113060739349838069e-01
1.251737052093186975e+01,-1.578754272150718396e+00,1.874496340827717766e+00,-1.886215271790085808e+02,-8.594851997488904827e-01,-1.578681322205152116e+00,1.874509931870382173e+00,-1.544777200566243778e+02,2.246771563049996256e+00,-1.136920264254824531e+01,2.365174801375839131e+00,-1.532670335765355389e+02,3.980598769766105494e-01
1.252058174990081163e+01,-1.578977637839779735e+00,1.874128286132940469e+00,-1.888144694718135668e+02,-8.350915830906301407e-01,-1.578903485289937736e+00,1.874141823334870116e+00,-1.545223414679993255e+02,2.233472116505007765e+00,-1.137360059366160847e+01,2.365683186942125094e+00,-1.532861269592796134e+02,3.845404050184750844e-01
1.252379297886975351e+01,-1.579201350424975780e+00,1.873760583114335798e+00,-1.888308974826245503e+02,-8.053012601544772275e-01,-1.579126001320795281e+00,1.873774064904200287e+00,-1.545527192388066737e+02,2.220429702396323979e+00,-1.137799717101465724e+01,2.366192780469948964e+00,-1.533314479565802344e+02,3.725358495051862562e-01
1.252700420783869362e+01,-1.579425828895935524e+00,1.873393258720302379e+00,-1.886764406966311753e+02,-7.830222958196141336e-01,-1.579349289158469727e+00,1.873406683632027114e+00,-1.545694556993804269e+02,2.206743129156009342e+00,-1.138239285222031683e+01,2.366703607336058557e+00,-1.533923986534583435e+02,3.634267668950597607e-01
1.253021543680763372e+01,-1.579651326690038271e+00,1.873026364723456405e+00,-1.884228071765996333e+02,-7.776035931059573914e-01,-1.579573601688391449e+00,1.873039731362926119e+00,-1.545772143275961525e+02,2.191686630107983369e+00,-1.138678796183046771e+01,2.367215720074296481e+00,-1.534533597381815468e+02,3.577700260960646195e-01
1.253342666577657560e+01,-1.579877838110408161e+00,1.872659964955808887e+00,-1.881666428249272656e+02,-7.914581670790161727e-01,-1.579798932460957595e+00,1.872673271946694529e+00,-1.545832443340752889e+02,2.174929882955033200e+00,-1.139118256522084494e+01,2.367729186033853850e+00,-1.534981281649841094e+02,3.550729049591336839e-01
1.253663789474551571e+01,-1.580105074286976219e+00,1.872294118514025385e+00,-1.879903422324892972e+02,-8.210407758645539289e-01,-1.580024991937427625e+00,1.872307364439737221e+00,-1.545951647283314969e+02,2.156627879116593149e+00,-1.139557643198800641e+01,2.368244070168970872e+00,-1.535151354745226797e+02,3.538833802091177483e-01
1.253984912371445581e+01,-1.580332517730441477e+00,1.871928863642799090e+00,-1.879453762581298122e+02,-8.594372992707779435e-01,-1.580251262302218240e+00,1.871942047002757459e+00,-1.546187518414170654e+02,2.137364828842541975e+00,-1.139996908181770507e+01,2.368760417795948481e+00,-1.535015567119613138e+02,3.522347569991289284e-01
1.254306035268339770e+01,-1.580559541988444616e+00,1.871564206897426308e+00,-1.880505071586719055e+02,-8.983665526621629205e-01,-1.580477117270339127e+00,1.871577326091373950e+00,-1.546563378528278463e+02,2.117982288061416973e+00,-1.140435990204357708e+01,2.369278242267959911e+00,-1.534643906009727914e+02,3.483050545592581426e-01
1.254627158165233780e+01,-1.580785564062161308e+00,1.871200120745218243e+00,-1.882925533686724862e+02,-9.293820136956568723e-01,-1.580701974500967832e+00,1.871213174090535558e+00,-1.547061667053963845e+02,2.099343526430409224e+00,-1.140874830521751981e+01,2.369797521189790146e+00,-1.534179476086966929e+02,3.410171090695266471e-01
1.254948281062128146e+01,-1.581010187569567016e+00,1.870836550404451959e+00,-1.886246312405821755e+02,-9.450397539835845295e-01,-1.580925438604388500e+00,1.870849536181137474e+00,-1.547628277919314996e+02,2.082091139774245647e+00,-1.141313388308517673e+01,2.370318202403122410e+00,-1.533790007646120443e+02,3.303441109081570182e-01
1.255269403959022156e+01,-1.581233296949055678e+00,1.870473428121629089e+00,-1.889656885506834954e+02,-9.408944689785323501e-01,-1.581147395084829821e+00,1.870486344630974074e+00,-1.548187035518967889e+02,2.066455910062422241e+00,-1.141751651390285893e+01,2.370840218209870010e+00,-1.533616677479568295e+02,3.172578033216375548e-01
1.255590526855916167e+01,-1.581455076593045739e+00,1.870110691000819170e+00,-1.892140133029095637e+02,-9.183819219702116232e-01,-1.581368029190176605e+00,1.870123536619539450e+00,-1.548661433134651872e+02,2.052173113861897491e+00,-1.142189639290545067e+01,2.371363503965613795e+00,-1.533735867563869419e+02,3.034064984175224855e-01
1.255911649752810355e+01,-1.581675949729899777e+00,1.869748297518259772e+00,-1.892863766721478669e+02,-8.865209009727417211e-01,-1.581587764575461019e+00,1.869761070731266406e+00,-1.548997942799045404e+02,2.038545446960987384e+00,-1.142627397720991667e+01,2.371888015939917604e+00,-1.534140177183049047e+02,2.906515959025327556e-01
1.256232772649704366e+01,-1.581896454099507299e+00,1.869386238251338206e+00,-1.891662074096390711e+02,-8.590595415895401210e-01,-1.581807138893624121e+00,1.869398937653004245e+00,-1.549183236808595723e+02,2.024648605905077670e+00,-1.143064986031366637e+01,2.372413743554752763e+00,-1.534739725500301404e+02,2.805648850439828035e-01
1.256553895546598376e+01,-1.582117088657526427e+00,1.869024537994654622e+00,-1.889151205218220184e+02,-8.476315389082840213e-01,-1.582026650574822613e+00,1.869037162258255114e+00,-1.549248739424384667e+02,2.009617556882792755e+00,-1.143502461077427412e+01,2.372940712704084909e+00,-1.535383969178911343e+02,2.739727730124920102e-01
1.256875018443492564e+01,-1.582338172901989193e+00,1.868663248841391011e+00,-1.886346376822372406e+02,-8.567715258511456877e-01,-1.582246618364623547e+00,1.868675796666328548e+00,-1.549260613805220714e+02,1.992913093774505651e+00,-1.143939861914863521e+01,2.373468979357590491e+00,-1.535902930322534985e+02,2.706585818371960439e-01
1.257196141340386575e+01,-1.582559756055732292e+00,1.868302436280831813e+00,-1.884189211532997206e+02,-8.840402660090674880e-01,-1.582467090788345576e+00,1.868314906334168857e+00,-1.549299133664749775e+02,1.974477821392778720e+00,-1.144377199427183633e+01,2.373998615335466411e+00,-1.536160291950752708e+02,2.693585271936727032e-01
1.257517264237280763e+01,-1.582781598765606201e+00,1.867942162203325207e+00,-1.883311442539544487e+02,-9.227846420816936401e-01,-1.582687828114657025e+00,1.867954553073916113e+00,-1.549434866367336383e+02,1.954740713182110401e+00,-1.144814453555152767e+01,2.374529690244591151e+00,-1.536100918101973321e+02,2.681284815541359334e-01
1.257838387134174951e+01,-1.583003229583857197e+00,1.867582469411271706e+00,-1.883999197132234542e+02,-9.645377163130076648e-01,-1.582908359001328202e+00,1.867594779590837195e+00,-1.549708848776822663e+02,1.934484715390825560e+00,-1.145251578647580004e+01,2.375062254506018711e+00,-1.535771530483964966e+02,2.649895966814458381e-01
1.258159510031068962e+01,-1.583224058206004203e+00,1.867223371646342889e+00,-1.886209121538450972e+02,-1.000379887698629622e+00,-1.583128093746397846e+00,1.867235599543419333e+00,-1.550121446606375457e+02,1.914624914797580679e+00,-1.145688515224442838e+01,2.375596327945129094e+00,-1.535303863801213424e+02,2.585910092286494710e-01
1.258480632927963150e+01,-1.583443512959578303e+00,1.866864851471686348e+00,-1.889555424671336823e+02,-1.021978024224362791e+00,-1.583346461635000368e+00,1.866876995454127552e+00,-1.550631988584164560e+02,1.895954700439381524e+00,-1.146125204766137173e+01,2.376131896730704351e+00,-1.534868936720391162e+02,2.486165268980717324e-01
1.258801755824857160e+01,-1.583661165207102206e+00,1.866506866108818663e+00,-1.893281335351762777e+02,-1.023329287875515359e+00,-1.583563035089760707e+00,1.866518924561626713e+00,-1.551169320961961660e+02,1.878918503401328710e+00,-1.146561603472149038e+01,2.376668919057156160e+00,-1.534623229254195564e+02,2.358207198593082754e-01
1.259122878721751171e+01,-1.583876809066639746e+00,1.866149359179066547e+00,-1.896330790120718461e+02,-1.003741262788497624e+00,-1.583777609106901796e+00,1.866161330559565013e+00,-1.551651462598790943e+02,1.863470269528048506e+00,-1.146997691419304033e+01,2.377207337569281265e+00,-1.534665115483420550e+02,2.217562341554655536e-01
1.259444001618645359e+01,-1.584090479010818120e+00,1.865792274841906906e+00,-1.897687891759313175e+02,-9.705971545644442866e-01,-1.583990218627735924e+00,1.865804157715119871e+00,-1.552009838276896971e+02,1.849068844024043479e+00,-1.147433475005886905e+01,2.377747094810639172e+00,-1.535010175280739588e+02,2.083250130833930458e-01
1.259765124515539370e+01,-1.584302406004327812e+00,1.865435570432638412e+00,-1.896930687387915953e+02,-9.380081519059979556e-01,-1.584201094576458635e+00,1.865447363475934095e+00,-1.552210832738138038e+02,1.834829544240513810e+00,-1.147868982533505111e+01,2.378288147391081520e+00,-1.535587103437234759e+02,1.972664871933948183e-01
1.260086247412433558e+01,-1.584512929493597344e+00,1.865079224426470450e+00,-1.894522240269690769e+02,-9.199396475746783874e-01,-1.584410575908849150e+00,1.865090926402129146e+00,-1.552266855200015243e+02,1.819794490537573139e+00,-1.148304254666532032e+01,2.378830475224487095e+00,-1.536254429039387048e+02,1.896690714222737939e-01
1.260407370309327746e+01,-1.584722393097143023e+00,1.864723238116813953e+00,-1.891502794605008830e+02,-9.234611618070387440e-01,-1.584619005501756162e+00,1.864734847821194474e+00,-1.552232441930610207e+02,1.803230190866133231e+00,-1.148739332782843192e+01,2.379374083827340058e+00,-1.536837809068858007e+02,1.856078194710830964e-01
1.260728493206221756e+01,-1.584931053645783017e+00,1.864367631284745475e+00,-1.888938266503151908e+02,-9.475828939172994403e-01,-1.584826639470301668e+00,1.864379147490013100e+00,-1.552186950699045269e+02,1.784847259291497457e+00,-1.149174248559162059e+01,2.379918999760722187e+00,-1.537182671184947367e+02,1.840464970899760577e-01
1.261049616103115767e+01,-1.585139026406044760e+00,1.864012433781886413e+00,-1.887591894307109612e+02,-9.860553436165400143e-01,-1.585033592659474078e+00,1.864023855188569723e+00,-1.552210455734737309e+02,1.764874519004897335e+00,-1.149609017484691265e+01,2.380465261207236338e+00,-1.537206890901834413e+02,1.831138316343139949e-01
1.261370739000009955e+01,-1.585346276550977374e+00,1.863657675886702059e+00,-1.887858020186894237e+02,-1.030264752509605586e+00,-1.585239830290612773e+00,1.863669001101946110e+00,-1.552360800118779878e+02,1.743979806967286716e+00,-1.150043637624021109e+01,2.381012906854733657e+00,-1.536931206658543374e+02,1.807138464335147632e-01
1.261691861896903966e+01,-1.585552652489534697e+00,1.863303380304228485e+00,-1.889786752504822971e+02,-1.070864628745609393e+00,-1.585445201319276798e+00,1.863314607852569971e+00,-1.552657844859698173e+02,1.723075611350922909e+00,-1.150478093311067695e+01,2.381561966414619924e+00,-1.536471909432351026e+02,1.752349661346987164e-01
1.262012984793798154e+01,-1.585757945007629566e+00,1.862949557837132231e+00,-1.893082564957607588e+02,-1.098739593958393046e+00,-1.585649497448703649e+00,1.862960686200459737e+00,-1.553078086499052120e+02,1.703066178645883388e+00,-1.150912362058098104e+01,2.382112455264017381e+00,-1.535999594056364401e+02,1.660568414195686682e-01
1.262334107690692164e+01,-1.585961950613295146e+00,1.862596207392946512e+00,-1.897062336553797763e+02,-1.106448374833425952e+00,-1.585852516231373910e+00,1.862607235067196054e+00,-1.553560568971725502e+02,1.684595275708685058e+00,-1.151346422210207443e+01,2.382664374197923873e+00,-1.535683781319233390e+02,1.536847498756348518e-01
1.262655230587586175e+01,-1.586164519185456978e+00,1.862243319576884604e+00,-1.900667089402072634e+02,-1.091083908941061109e+00,-1.586054108434347132e+00,1.862254245127803021e+00,-1.554023203231065793e+02,1.667854470198990358e+00,-1.151780258944455504e+01,2.383217713621623268e+00,-1.535644254664646837e+02,1.395380032847097496e-01
1.262976353484480541e+01,-1.586365573795707418e+00,1.861890882102242628e+00,-1.902723673818484258e+02,-1.057872089404180649e+00,-1.586254197626261409e+00,1.861901704202860275e+00,-1.554386244005583535e+02,1.652509915082770675e+00,-1.152213867015812632e+01,2.383772460230160206e+00,-1.535920491830893013e+02,1.255237349804245173e-01
1.263297476381374551e+01,-1.586565101352219953e+00,1.861538884921135395e+00,-1.902528567920677460e+02,-1.020616741646116266e+00,-1.586452770708506765e+00,1.861549602359304556e+00,-1.554596663595853840e+02,1.637786097679988728e+00,-1.152647249875829871e+01,2.384328603683528058e+00,-1.536461996824820915e+02,1.135214155807307140e-01
1.263618599278268562e+01,-1.586763122690382666e+00,1.861187323382768488e+00,-1.900328661768404004e+02,-9.954774119830576140e-01,-1.586649848050219802e+00,1.861197935036490669e+00,-1.554645229863599525e+02,1.622696745836228471e+00,-1.153080416008061349e+01,2.384886141104132218e+00,-1.537139701799785882e+02,1.048682520349901864e-01
