Frequency (GHz), G_r Theta Pol: Theta=90.0 & Phi=0.0 (dB), G_r Theta Pol: Theta=90.0 & Phi=0.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=90.0 & Phi=0.0 (dB), G_r Phi Pol: Theta=90.0 & Phi=0.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Theta Pol: Theta=90.0 & Phi=180.0 (dB), G_r Theta Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=90.0 & Phi=180.0 (dB), G_r Phi Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Theta Pol: Theta=45.0 & Phi=0.0 (dB), G_r Theta Pol: Theta=45.0 & Phi=0.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=45.0 & Phi=0.0 (dB), G_r Phi Pol: Theta=45.0 & Phi=0.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location)
3.285087235226604285e+00,-1.209908104656941141e+01,-2.102192703598521284e+00,-2.010985415765875359e+02,-1.700567443620320862e+00,-1.209903321337520588e+01,-2.102209388679532331e+00,-1.582966826308570489e+02,-2.982514520292650850e+00,-1.536377069496845493e+01,-2.084248774397313930e+00,-1.794882763374837680e+02,-3.109337049598716596e-01
3.288298464195545279e+00,-1.207824447484066965e+01,-2.103063374462988300e+00,-2.002754856392363081e+02,-1.710814599005061831e+00,-1.207819808805333572e+01,-2.103080080270161911e+00,-1.582543493274658601e+02,-2.993896847325587807e+00,-1.534324509943241566e+01,-2.085092961160655456e+00,-1.790518019141173909e+02,-3.888939129312224963e-01
3.291509693164485828e+00,-1.205742338001107328e+01,-2.103935192170926172e+00,-1.996456781202520574e+02,-1.762280835927557243e+00,-1.205737843557282574e+01,-2.103951917097622193e+00,-1.582178881819489220e+02,-3.006141884845412893e+00,-1.532273554838867291e+01,-2.085938352878263125e+00,-1.789597437922194274e+02,-4.796871279251898601e-01
3.294720922133427266e+00,-1.203661768907091911e+01,-2.104808139129966893e+00,-1.993083292187619975e+02,-1.836788353195726975e+00,-1.203657418355805753e+01,-2.104824881738769804e+00,-1.581903213718473751e+02,-3.018764707245863210e+00,-1.530224195817536703e+01,-2.086784934931436908e+00,-1.792205792401601911e+02,-5.670058409907199337e-01
3.297932151102367815e+00,-1.201582724514890543e+01,-2.105682203523343787e+00,-1.992950137339630032e+02,-1.917749169583787605e+00,-1.201578517641207355e+01,-2.105698962472394964e+00,-1.581720287649806664e+02,-3.031173127305339055e+00,-1.528176418053513608e+01,-2.087632699087969890e+00,-1.798122195115256545e+02,-6.339582194446615748e-01
3.301143380071309252e+00,-1.199505184466212171e+01,-2.106557383481724166e+00,-1.995999989343036987e+02,-1.989577347090406567e+00,-1.199501121202279208e+01,-2.106574157423311000e+00,-1.581606560252990903e+02,-3.042839641173503917e+00,-1.526130203961861120e+01,-2.088481646387645441e+00,-1.806562367194197236e+02,-6.612042979006743648e-01
3.304354609040249802e+00,-1.197429128775918983e+01,-2.107433688477713396e+00,-2.001784610502709825e+02,-2.036020370516748113e+00,-1.197425209170337013e+01,-2.107450475960809921e+00,-1.581517908638422796e+02,-3.053455621534999054e+00,-1.524085537633308185e+01,-2.089331787461830015e+00,-1.815535252502585308e+02,-6.297704818415830186e-01
3.307565838009191239e+00,-1.195354542780704321e+01,-2.108311137562016047e+00,-2.009147574831807219e+02,-2.040270673201990626e+00,-1.195350766927378316e+01,-2.108327936969122351e+00,-1.581402487240139578e+02,-3.063025592671812181e+00,-1.522042408770440147e+01,-2.090183140238797144e+00,-1.821378076520169031e+02,-5.372363931325075947e-01
3.310777066978131788e+00,-1.193281420607178589e+01,-2.109189754955158591e+00,-2.015763976844132515e+02,-1.991460528507736694e+00,-1.193277788555976926e+01,-2.109206564492994040e+00,-1.581216322305634208e+02,-3.071870498015905504e+00,-1.520000815056249976e+01,-2.091035725711008819e+00,-1.820626740035861246e+02,-4.213054913150209857e-01
3.313988295947072782e+00,-1.191209766206785048e+01,-2.110069564247012419e+00,-2.018462561087923746e+02,-1.900818344834073192e+00,-1.191206277883893350e+01,-2.110086381993776072e+00,-1.580936948487879476e+02,-3.080532518110385976e+00,-1.517960762344036318e+01,-2.091889562958932913e+00,-1.813831811520144299e+02,-3.412148651993105464e-01
3.317199524916013775e+00,-1.189139591701044374e+01,-2.110950582829422384e+00,-2.015526563673319629e+02,-1.809093654988213506e+00,-1.189136246863782276e+01,-2.110967406823744952e+00,-1.580570460017734149e+02,-3.089607461187073412e+00,-1.515922262673198340e+01,-2.092744664797998588e+00,-1.804853679307523180e+02,-3.247458991470891232e-01
3.320410753884954769e+00,-1.187070913537700712e+01,-2.111832818094115716e+00,-2.008574855807708275e+02,-1.757606702793893749e+00,-1.187067711777735290e+01,-2.111849646437896855e+00,-1.580149419184920703e+02,-3.099559764763852865e+00,-1.513885330711356048e+01,-2.093601035202283356e+00,-1.797013944339417151e+02,-3.634020128288620866e-01
3.323621982853895762e+00,-1.185003747559022358e+01,-2.112716266403468435e+00,-2.000761044023998920e+02,-1.758442250879269420e+00,-1.185000688352816312e+01,-2.112733097346609412e+00,-1.579722437110203259e+02,-3.110582500560711505e+00,-1.511849979632495611e+01,-2.094458669132097661e+00,-1.791962578909450770e+02,-4.373471016375737874e-01
3.326833211822836756e+00,-1.182938104359393883e+01,-2.113600915044140827e+00,-1.994424074171917027e+02,-1.801095216806491983e+00,-1.182935187150027723e+01,-2.113617747024925997e+00,-1.579339183258338153e+02,-3.122545583609937392e+00,-1.509816217554548601e+01,-2.095317554711280117e+00,-1.790317705139333384e+02,-5.278378928021362215e-01
3.330044440791777749e+00,-1.180873986188628066e+01,-2.114486746537294515e+00,-1.990716979223933549e+02,-1.868823409561603865e+00,-1.180871210473443966e+01,-2.114503578166085251e+00,-1.579035705294422485e+02,-3.135041881870548330e+00,-1.507784045456450528e+01,-2.096177677061386913e+00,-1.792230344151609245e+02,-6.183275195564790216e-01
3.333255669760718742e+00,-1.178811386184657017e+01,-2.115373744044645399e+00,-1.990058290492009405e+02,-1.945486388190742932e+00,-1.178808751581465408e+01,-2.115390574036231541e+00,-1.578824206475323990e+02,3.135674410248006527e+00,-1.505753457044013643e+01,-2.097039022682936960e+00,-1.797559137273368890e+02,-6.922120959337403345e-01
3.336466898729659736e+00,-1.176750290039887226e+01,-2.116261896353728300e+00,-1.992453089760015246e+02,-2.015941336964221176e+00,-1.176747796311250660e+01,-2.116278723429634301e+00,-1.578689754729169294e+02,3.123782875064217812e+00,-1.503724440474100987e+01,-2.097901583187582908e+00,-1.805690721891141663e+02,-7.305550074587572329e-01
3.339678127698600729e+00,-1.174690679521465952e+01,-2.117151201110663461e+00,-1.997526610539088097e+02,-2.064770901338092379e+00,-1.174688326549706474e+01,-2.117168023901962570e+00,-1.578594610903927844e+02,3.112848641299625019e+00,-1.501696981341969916e+01,-2.098765357439394297e+00,-1.814960184927474813e+02,-7.131848946948796675e-01
3.342889356667541723e+00,-1.172632536775024725e+01,-2.118041665526687378e+00,-2.004286038835623458e+02,-2.076218270449861070e+00,-1.172630324495950305e+01,-2.118058482507600537e+00,-1.578489156588605624e+02,3.102967365888592344e+00,-1.499671066029340949e+01,-2.099630351669488082e+00,-1.821987407004604336e+02,-6.314374903345365553e-01
3.346100585636482716e+00,-1.170575848180081735e+01,-2.118933304540385087e+00,-2.010732313981253583e+02,-2.039114003443454504e+00,-1.170573776496248186e+01,-2.118950114013244068e+00,-1.578326666933765239e+02,3.093917754922661523e+00,-1.497646684479792434e+01,-2.100496577727382075e+00,-1.822843423784684660e+02,-5.138684628681001731e-01
3.349311814605423265e+00,-1.168520606728201017e+01,-2.119826137142672540e+00,-2.014011047495271782e+02,-1.960050159626086419e+00,-1.168518675428796350e+01,-2.119842937278763273e+00,-1.578077666552734684e+02,3.085225346923769152e+00,-1.495623831708218532e+01,-2.101364050145397400e+00,-1.817017222650006261e+02,-4.209970678919099374e-01
3.352523043574364703e+00,-1.166466812388412144e+01,-2.120720182053617009e+00,-2.012189494759802528e+02,-1.872492025205604316e+00,-1.166465021100700028e+01,-2.120736970977016078e+00,-1.577739165581714360e+02,3.076307952282723246e+00,-1.493602507777415056e+01,-2.102232782972852654e+00,-1.808078809245207879e+02,-3.906461569629545161e-01
3.355734272543305252e+00,-1.164414470550194736e+01,-2.121615454045591154e+00,-2.006211789882597145e+02,-1.816390695431070013e+00,-1.164412818737518407e+01,-2.121632229933793745e+00,-1.577335486470678916e+02,3.066656601339352584e+00,-1.491582716450541568e+01,-2.103102787313554600e+00,-1.799735582454093503e+02,-4.197546442194461935e-01
3.358945501512246246e+00,-1.162363589199540748e+01,-2.122511961919538503e+00,-1.998866967353266944e+02,-1.808552672121506832e+00,-1.162362076206361117e+01,-2.122528723089537106e+00,-1.576910407820504645e+02,3.055990972803837025e+00,-1.489564463107225123e+01,-2.103974070196327428e+00,-1.793975769468498243e+02,-4.889165998363032561e-01
3.362156730481187239e+00,-1.160314175819421578e+01,-2.123409708562943088e+00,-1.992543440795572280e+02,-1.842594660222118819e+00,-1.160312800949221845e+01,-2.123426453516095158e+00,-1.576513508515928379e+02,3.044339311250728652e+00,-1.487547752682586122e+01,-2.104846634931179405e+00,-1.791576784311281756e+02,-5.786371382071977543e-01
3.365367959450128232e+00,-1.158266235018249191e+01,-2.124308692837755252e+00,-1.988543080127797680e+02,-1.903510481972444657e+00,-1.158264997619971481e+01,-2.124325420249668639e+00,-1.576185313470586777e+02,3.032022690102042173e+00,-1.485532588309133750e+01,-2.105720482609526378e+00,-1.792762989061603207e+02,-6.719637639507365368e-01
3.368579188419069226e+00,-1.156219767586446956e+01,-2.125208912478339762e+00,-1.987392384837742156e+02,-1.975737756084582353e+00,-1.156218667122573329e+01,-2.125225621137194487e+00,-1.575945644537548560e+02,3.019555138801834460e+00,-1.483518971047281809e+01,-2.106595614051961274e+00,-1.797465697604232275e+02,-7.524653828394335386e-01
3.371790417388010219e+00,-1.154174771167186719e+01,-2.126110366898052106e+00,-1.989164645809748322e+02,-2.044563474922428625e+00,-1.154173807242385053e+01,-2.126127055610778527e+00,-1.575788148253672318e+02,3.007492211510514046e+00,-1.481506900682919969e+01,-2.107472031399534540e+00,-1.805222276177524066e+02,-8.016495164099539661e-01
3.375001646356951213e+00,-1.152131242171367198e+01,-2.127013058889586361e+00,-1.993557132338003441e+02,-2.095289142561763462e+00,-1.152130414512983414e+01,-2.127029726385262887e+00,-1.575682216109323690e+02,2.996269556958673697e+00,-1.479496377185182787e+01,-2.108349738711984944e+00,-1.814674686257346821e+02,-7.986494220031468139e-01
3.378212875325891762e+00,-1.150089178147744207e+01,-2.127916994623300084e+00,-1.999720603513801791e+02,-2.113071460212498476e+00,-1.150088486544430744e+01,-2.127933639483869932e+00,-1.575581819766507010e+02,2.986074080515345841e+00,-1.477487402179772857e+01,-2.109228741318574407e+00,-1.822791221425436561e+02,-7.295091551800770846e-01
3.381424104294833199e+00,-1.148048579670088643e+01,-2.128822181959195703e+00,-2.005936744388550323e+02,-2.086637504408693111e+00,-1.148048023887858271e+01,-2.128838802598982838e+00,-1.575439092442884146e+02,2.976784875188541069e+00,-1.475479979779882100e+01,-2.110109044136078360e+00,-1.825353797189586373e+02,-6.127971520583836984e-01
3.384635333263773749e+00,-1.146009450970723442e+01,-2.129728627692206722e+00,-2.009656541333476127e+02,-2.018932155219337332e+00,-1.146009030672671614e+01,-2.129745222392458892e+00,-1.575218895464007858e+02,2.968006029680069435e+00,-1.473474116332447537e+01,-2.110990649568811328e+00,-1.820726271480465357e+02,-5.075377905287844493e-01
3.387846562232715186e+00,-1.143971798979493038e+01,-2.130636334750072969e+00,-2.008842153379511615e+02,-1.936779870642858947e+00,-1.143971513674177665e+01,-2.130652901737602356e+00,-1.574909774172630534e+02,2.959186642094945086e+00,-1.471469819013257307e+01,-2.111873555803926550e+00,-1.811961774398790794e+02,-4.619441489211177365e-01
3.391057791201655736e+00,-1.141935630980831817e+01,-2.131545300426168410e+00,-2.003851289427111624e+02,-1.877615065021341012e+00,-1.141935480015298410e+01,-2.131561837971491791e+00,-1.574527493913214755e+02,2.949791763976344683e+00,-1.469467093619240394e+01,-2.112757756241951057e+00,-1.803135298111452300e+02,-4.801200465062883671e-01
3.394269020170597173e+00,-1.139900951600751000e+01,-2.132455516430648679e+00,-1.997053372601452566e+02,-1.861925405952426171e+00,-1.139900934200234062e+01,-2.132472022935053779e+00,-1.574109886391129862e+02,2.939467174408193717e+00,-1.467465942225154762e+01,-2.113643240473906282e+00,-1.796639620875887431e+02,-5.436134482223419218e-01
3.397480249139537722e+00,-1.137867760116894900e+01,-2.133366970971470877e+00,-1.990821439187215276e+02,-1.887529000345806063e+00,-1.137867875458699274e+01,-2.133383445015997637e+00,-1.573704925525154579e+02,2.928143663501325378e+00,-1.465466361487605340e+01,-2.114529996730576844e+00,-1.793449427620481629e+02,-6.320611518025245346e-01
3.400691478108479160e+00,-1.135836049051889773e+01,-2.134279652409508898e+00,-1.986589535869704832e+02,-1.941493528927976442e+00,-1.135836296350372088e+01,-2.134296092750793683e+00,-1.573356165176857928e+02,2.916051127223749262e+00,-1.463468342246767051e+01,-2.115418015236479210e+00,-1.793872842281253384e+02,-7.279086054357502000e-01
3.403902707077419709e+00,-1.133805804664084427e+01,-2.135193553479936668e+00,-1.984997197588531321e+02,-2.009003235501352513e+00,-1.133806183240292320e+01,-2.135209958994438217e+00,-1.573090046480458284e+02,2.903644549807420372e+00,-1.461471870726987632e+01,-2.116307291557165016e+00,-1.797908598192363456e+02,-8.147580912256198182e-01
3.407113936046361147e+00,-1.131777009389965905e+01,-2.136108674813990138e+00,-1.986192734928211507e+02,-2.075777706109465548e+00,-1.131777518704361185e+01,-2.136125044408181406e+00,-1.572908482049983263e+02,2.891468354518357486e+00,-1.459476931171663772e+01,-2.117197828947761096e+00,-1.805226060129743928e+02,-8.745626134605444246e-01
3.410325165015301696e+00,-1.129749645687632764e+01,-2.137025026622189294e+00,-1.989944947099241404e+02,-2.127726793981902897e+00,-1.129750285325896009e+01,-2.137041359136810925e+00,-1.572788448877173835e+02,2.879997891126700793e+00,-1.457483509304375247e+01,-2.118089638929169460e+00,-1.814751033378710758e+02,-8.861760433296959061e-01
3.413536393984243134e+00,-1.127723700267087281e+01,-2.137942627885594860e+00,-1.995529955611610546e+02,-2.150779506022008292e+00,-1.127724469883628089e+01,-2.137958922023803776e+00,-1.572688636059352234e+02,2.869499990112179599e+00,-1.455491595723214715e+01,-2.118982739781622548e+00,-1.823846224001229928e+02,-8.313560937347147517e-01
3.416747622953183683e+00,-1.125699167518042110e+01,-2.138861503108056894e+00,-2.001466996552069588e+02,-2.133692397957927867e+00,-1.125700066754980533e+01,-2.138877757409763269e+00,-1.572561540848193147e+02,2.859951279680987390e+00,-1.453501188300345959e+01,-2.119877153223179711e+00,-1.828192328492313834e+02,-7.183132671866345742e-01
3.419958851922124676e+00,-1.123676051121510966e+01,-2.139781677401403126e+00,-2.005488259414603931e+02,-2.076634066323003847e+00,-1.123677079528449951e+01,-2.139797890271629921e+00,-1.572367786481850942e+02,2.851041452779330410e+00,-1.451512292892870093e+01,-2.120772900065179378e+00,-1.825021843891333901e+02,-6.014420663476179874e-01
3.423170080891065670e+00,-1.121654363314600822e+01,-2.140703171190339482e+00,-2.005537112685205159e+02,-2.000656727265556434e+00,-1.121655520294176256e+01,-2.140719340972615736e+00,-1.572088316042190286e+02,2.842265879728221201e+00,-1.449524922113209868e+01,-2.121669995951635634e+00,-1.816600550096916038e+02,-5.390942652117012290e-01
3.426381309860006219e+00,-1.119634121931556692e+01,-2.141625995975355856e+00,-2.001493407829939883e+02,-1.939939475697670890e+00,-1.119635406727624627e+01,-2.141642121047176772e+00,-1.571730340869466716e+02,2.833081491313006683e+00,-1.447539092433538954e+01,-2.122568448297891486e+00,-1.807317065750954157e+02,-5.446572191448680877e-01
3.429592538828947657e+00,-1.117615345977504759e+01,-2.142550152327308055e+00,-1.995286538230992051e+02,-1.917480125539204661e+00,-1.117616757709514630e+01,-2.142566231187933212e+00,-1.571324915076078526e+02,2.823074844976688702e+00,-1.445554820358475467e+01,-2.123468255236878655e+00,-1.800048865010746226e+02,-6.014201593547767732e-01
3.432803767797888206e+00,-1.115598050916896078e+01,-2.143475630677502242e+00,-1.989210327641126810e+02,-1.935105798346591577e+00,-1.115599588649612883e+01,-2.143491662000847953e+00,-1.570917058598840867e+02,2.812086287919363770e+00,-1.443572118659776393e+01,-2.124369406842647301e+00,-1.796018515800693365e+02,-6.880338018173121073e-01
3.436014996766829643e+00,-1.113582244948207745e+01,-2.144402414686831904e+00,-1.984804177932358016e+02,-1.982211931892637669e+00,-1.113583907774999560e+01,-2.144418397323188952e+00,-1.570551929330206917e+02,2.800252372156332825e+00,-1.441590993649439945e+01,-2.125271888282668442e+00,-1.795632663171180639e+02,-7.861004139358437337e-01
3.439226225735770193e+00,-1.111567927260343325e+01,-2.145330486254117375e+00,-1.982819616419711224e+02,-2.044910411958819729e+00,-1.111569714374128282e+01,-2.145346419180400144e+00,-1.570261489689495988e+02,2.787958956179343861e+00,-1.439611444176702015e+01,-2.126175684029293134e+00,-1.798953602508735230e+02,-8.790858818715741041e-01
3.442437454704711630e+00,-1.109555088703050174e+01,-2.146259830769476906e+00,-1.983484718306757770e+02,-2.109388582088818964e+00,-1.109556999432922808e+01,-2.146275713003710450e+00,-1.570055422976436716e+02,2.775724384259186994e+00,-1.437633462552638264e+01,-2.127080781986080638e+00,-1.805765138068528017e+02,-9.493573190045805354e-01
3.445648683673652179e+00,-1.107543714617377439e+01,-2.147190441167199371e+00,-1.986640247536095387e+02,-2.162089352092229078e+00,-1.107545748419716602e+01,-2.147206271674012790e+00,-1.569918524617117441e+02,2.764047856397985115e+00,-1.435657037071731068e+01,-2.127987176434566585e+00,-1.815251577683056610e+02,-9.758333347165750737e-01
3.448859912642593173e+00,-1.105533788963874287e+01,-2.148122319699160343e+00,-1.991674696115965730e+02,-2.189592973318803537e+00,-1.105535945370916195e+01,-2.148138097315742456e+00,-1.569815124053977229e+02,2.753263681557472253e+00,-1.433682155366422251e+01,-2.128894869065586448e+00,-1.825198624889447387e+02,-9.370104825378947622e-01
3.452071141611534166e+00,-1.103525298534004229e+01,-2.149055477025793248e+00,-1.997310978532909189e+02,-2.180741700911517977e+00,-1.103527577076101274e+01,-2.149071200431282858e+00,-1.569699468637399491e+02,2.743440860423452587e+00,-1.431708807622174184e+01,-2.129803867920720961e+00,-1.831379202508536537e+02,-8.308553256411300714e-01
3.455282370580475160e+00,-1.101518236036589471e+01,-2.149989929006735245e+00,-2.001535248728760337e+02,-2.133551515072412030e+00,-1.101520636162475419e+01,-2.150005596744406500e+00,-1.569529387714490838e+02,2.734358967037501476e+00,-1.429736988754867610e+01,-2.130714184669734834e+00,-1.829960263405330352e+02,-7.037328729523780746e-01
3.458493599549416153e+00,-1.099512601211790752e+01,-2.150925692235271303e+00,-2.002326507674571872e+02,-2.064110990473587037e+00,-1.099515122231712994e+01,-2.150941302780425612e+00,-1.569279247180592449e+02,2.725572467861790305e+00,-1.427766698984585503e+01,-2.131625831114299263e+00,-1.822106378605379859e+02,-6.229797401935598389e-01
